Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL15631,UIUC Honey bee oligo 13K v1,spotted oligonucleotide,Apis mellifera,14400,11,4,Joseana Vieira,"Dec 31, 2012"
GPL15666,SABiosciences Human Cancer Pathway Finder PCR assay panel,RT-PCR,Homo sapiens,96,4,1,Dennis Watson,"Dec 31, 2012"
GPL15785,Agilent-023386 Rattus norvegicus Array,in situ oligonucleotide,Rattus norvegicus,15710,64,1,Simon Plummer,"Dec 31, 2012"
GPL15841,Agilent-035111 miOVO fish V16,in situ oligonucleotide,Oncorhynchus mykiss,62976,14,2,Julien Bobe,"Dec 31, 2012"
GPL15953,NIA mouse 15K cDNA clones,spotted DNA/cDNA,Mus musculus,13859,16,1,Dave Winkler,"Dec 31, 2012"
GPL16030,Agilent-033484 Populus 8x60K v2.0 (Feature Number version),in situ oligonucleotide,Populus trichocarpa,62976,0,0,Chung-Jui Tsai,"Dec 31, 2012"
GPL16177,Agilent-019943 Genotypic Technology custom M tuberculosis h37Rv Whole Genome 8x15k GE Microarray [Gene Name version],in situ oligonucleotide,Mycobacterium tuberculosis H37Rv,5755,50,6,Genotypic technology,"Dec 31, 2012"
GPL16213,Agilent-033077 Campylobacter jejuni expression array HY_81176 (Agilent Feature Number version),in situ oligonucleotide,Campylobacter jejuni subsp. jejuni 81-176,15744,0,0,Heidi J Hyytiäinen,"Dec 31, 2012"
GPL16230,Karmanos Cancer Institute Prostate Cancer Panel,oligonucleotide beads,Homo sapiens,1507,802,3,Aliccia B Bollig-Fischer,"Dec 31, 2012"
GPL16278,SABiosciences Human Mitochondria Energy Array,RT-PCR,Homo sapiens,89,0,0,Alina Maloyan,"Dec 31, 2012"
GPL16214,Agilent-033077 Campylobacter jejuni expression array HY_81176 (Agilent Probe Name version),in situ oligonucleotide,Campylobacter jejuni subsp. jejuni 81-176,5268,16,1,Heidi J Hyytiäinen,"Dec 30, 2012"
GPL10370,Agilent RISET 1.0 8x15K 60mer oligonucleotide microarray,in situ oligonucleotide,Homo sapiens,4610,33,1,Stefan Tomiuk,"Dec 30, 2012"
GPL14646,TaqMan Rodent MicroRNA A Array v2.0,RT-PCR,Mus musculus;Rattus norvegicus,384,16,2,Liang Wei,"Dec 30, 2012"
GPL15695,"Exiqon microRNA Ready-to-Use PCR, Human panel I+II, V2.M",RT-PCR,Homo sapiens,768,2,1,Qifeng Wang,"Dec 29, 2012"
GPL16420,All Illumina Human expression beadchips based on nuID,oligonucleotide beads,Homo sapiens,47230,2,1,Eric Lau,"Dec 28, 2012"
GPL16429,Illumina HiSeq 2000 (Mycobacterium avium subsp. paratuberculosis K-10),high-throughput sequencing,Mycobacterium avium subsp. paratuberculosis K-10,0,4,1,GEO,"Dec 28, 2012"
GPL16430,Illumina HiSeq 2000 (Dugesia japonica),high-throughput sequencing,Dugesia japonica,0,5,1,GEO,"Dec 28, 2012"
GPL16431,Illumina Genome Analyzer II (Cryptococcus neoformans),high-throughput sequencing,Cryptococcus neoformans,0,3,2,GEO,"Dec 28, 2012"
GPL8155,UHN Human 10K v1,spotted DNA/cDNA,Homo sapiens,9767,16,1,Leslie Garry Adams,"Dec 27, 2012"
GPL8156,Brucella melitensis 9.7K,spotted oligonucleotide,Brucella melitensis bv. 1 str. 16M,9680,18,1,Leslie Garry Adams,"Dec 27, 2012"
GPL16428,Illumina HiSeq 2000 (Blumeria graminis f. sp. hordei),high-throughput sequencing,Blumeria graminis f. sp. hordei,0,48,1,GEO,"Dec 27, 2012"
GPL11419,Applied Biosystems Taqman miRNA Expression Assays A and B,RT-PCR,Mus musculus,519,30,4,Andreas Schober,"Dec 26, 2012"
GPL15673,Applied Biosystems TaqMan miRNA Expression Assays A and B,RT-PCR,Mus musculus,520,10,1,Andreas Schober,"Dec 26, 2012"
GPL16421,Agilent-025249 S. pombe Whole Genome ChIP-on-Chip Microarray 4x44K (Probe Name version),in situ oligonucleotide,Schizosaccharomyces pombe,43832,23,4,Kyle Fowler,"Dec 26, 2012"
GPL16094,Agilent-034214 Ecoli E22 RegA ANTISENSE,in situ oligonucleotide,Escherichia coli E22,15744,8,1,Matthew J Wakefield,"Dec 25, 2012"
GPL16426,SA Biosciences Mouse lung gene expression array,RT-PCR,Mus musculus,45,18,1,Roman Dziarski,"Dec 25, 2012"
GPL11302,Micro-CRIBI Mouse 27K Oligo Array (Operon V1.1),spotted oligonucleotide,Mus musculus,27018,8,1,Gerolamo Lanfranchi,"Dec 24, 2012"
GPL14716,Saccharomyces cerevisiae 5.8K (TI4932 60mer expr X4),in situ oligonucleotide,Saccharomyces cerevisiae,5747,40,2,Maria de los Angeles Jaime,"Dec 22, 2012"
GPL16237,Agilent-030587 CCMC CGH plus SNP 180k Microarray,in situ oligonucleotide,Homo sapiens,180880,33,5,GEO admin,"Dec 22, 2012"
GPL16423,Illumina Hiseq 2000 (Plasmodium falciparum),high-throughput sequencing,Plasmodium falciparum,0,8,1,GEO,"Dec 22, 2012"
GPL16424,AB 5500xl Genetic Analyzer (Drosophila melanogaster),high-throughput sequencing,Drosophila melanogaster,0,11,3,GEO,"Dec 22, 2012"
GPL10292,Topic-defined PIQORTM miRXplore Microarray,spotted oligonucleotide,Homo sapiens;Mus musculus;Rattus norvegicus,632,18,1,Yvan Torrente,"Dec 21, 2012"
GPL15017,25K human oligonucleotide array v2,spotted oligonucleotide,Homo sapiens,26880,8,1,Doulaye Dembele,"Dec 21, 2012"
GPL15652,UF_Wang_Xfa_2x105K_version 1.0,in situ oligonucleotide,Xylella fastidiosa 9a5c;Xylella fastidiosa Temecula1,2058,1,1,Nian Wang,"Dec 21, 2012"
GPL16161,Agilent-020996 USEPA Ampelisca abdita 8 x15k 60mer v1.0 (G2509F),in situ oligonucleotide,Ampelisca abdita,7351,151,1,mitch kostich,"Dec 21, 2012"
GPL11530,NU Hydrangea macrophylla 12K CustomArray ver.1.0,in situ oligonucleotide,Hydrangea macrophylla,12396,3,1,Takashi Negishi,"Dec 20, 2012"
GPL11618,NimbleGen custom Mouse MIRTA Array,in situ oligonucleotide,Mus musculus,392778,7,1,Florian M Pauler,"Dec 20, 2012"
GPL15829,Exiqon miRCURY LNA microRNA array v.11.0 [miRBase v13],spotted oligonucleotide,Homo sapiens,1374,64,7,Prabha Sampath,"Dec 20, 2012"
GPL16416,Illumina Genome Analyzer (Nicotiana tabacum),high-throughput sequencing,Nicotiana tabacum,0,7,1,GEO,"Dec 20, 2012"
GPL16417,Illumina MiSeq (Mus musculus),high-throughput sequencing,Mus musculus,0,3275,144,GEO,"Dec 20, 2012"
GPL16418,AB 5500xl Genetic Analyzer (Pseudomonas chlororaphis subsp. aureofaciens 30-84),high-throughput sequencing,Pseudomonas chlororaphis subsp. aureofaciens 30-84,0,6,1,GEO,"Dec 20, 2012"
GPL16396,Illumina Genome Analyzer IIx (Acomys cahirinus),high-throughput sequencing,Acomys cahirinus,0,3,1,GEO,"Dec 19, 2012"
GPL16397,Illumina Genome Analyzer IIx (Chlorocebus aethiops),high-throughput sequencing,Chlorocebus aethiops,0,5,2,GEO,"Dec 19, 2012"
GPL16398,Illumina Genome Analyzer IIx (Cavia porcellus),high-throughput sequencing,Cavia porcellus,0,9,1,GEO,"Dec 19, 2012"
GPL16399,Illumina Genome Analyzer IIx (Erinaceus europaeus),high-throughput sequencing,Erinaceus europaeus,0,6,1,GEO,"Dec 19, 2012"
GPL16400,Illumina Genome Analyzer IIx (Felis catus),high-throughput sequencing,Felis catus,0,9,1,GEO,"Dec 19, 2012"
GPL16401,Illumina Genome Analyzer IIx (Mesocricetus auratus),high-throughput sequencing,Mesocricetus auratus,0,9,1,GEO,"Dec 19, 2012"
GPL16402,Illumina Genome Analyzer IIx (Murina leucogaster),high-throughput sequencing,Murina leucogaster,0,5,1,GEO,"Dec 19, 2012"
GPL16403,Illumina Genome Analyzer IIx (Meles meles),high-throughput sequencing,Meles meles,0,6,1,GEO,"Dec 19, 2012"
GPL16404,Illumina Genome Analyzer IIx (Meriones unguiculatus),high-throughput sequencing,Meriones unguiculatus,0,9,1,GEO,"Dec 19, 2012"
GPL16405,Illumina Genome Analyzer IIx (Oryctolagus cuniculus),high-throughput sequencing,Oryctolagus cuniculus,0,6,1,GEO,"Dec 19, 2012"
GPL16406,Illumina Genome Analyzer IIx (Peromyscus leucopus),high-throughput sequencing,Peromyscus leucopus,0,6,1,GEO,"Dec 19, 2012"
GPL16407,Illumina Genome Analyzer IIx (Suncus murinus),high-throughput sequencing,Suncus murinus,0,3,1,GEO,"Dec 19, 2012"
GPL16408,Illumina Genome Analyzer IIx (Tadarida brasiliensis),high-throughput sequencing,Tadarida brasiliensis,0,3,1,GEO,"Dec 19, 2012"
GPL16409,Illumina Genome Analyzer IIx (Ursus americanus),high-throughput sequencing,Ursus americanus,0,6,1,GEO,"Dec 19, 2012"
GPL16410,Illumina Genome Analyzer IIx (Petaurus breviceps),high-throughput sequencing,Petaurus breviceps,0,4,1,GEO,"Dec 19, 2012"
GPL16411,Illumina Genome Analyzer IIx (Tamias sibiricus),high-throughput sequencing,Tamias sibiricus,0,4,1,GEO,"Dec 19, 2012"
GPL16412,Illumina HiSeq 2000 (Volvariella volvacea),high-throughput sequencing,Volvariella volvacea,0,8,2,GEO,"Dec 19, 2012"
GPL13722,"Saccharomyces cerevisiae 6.4K array (Y6.4K), version 4 [ORF-centered]",spotted DNA/cDNA,Saccharomyces cerevisiae,6218,18,1,Abraham Ericsson,"Dec 18, 2012"
GPL15707,Galbraith Laboratory Arabidopsis thaliana 29.1k Operon Long Oligonucleotide Microarray version 3.0 (Atq3.6.4.Z),spotted oligonucleotide,Arabidopsis thaliana,29109,53,1,Tom O.G. Tytgat,"Dec 18, 2012"
GPL16382,SABiosciences Human (normal respiratory epithelia and lung cancer cells) miRNA PCR array assay panel,RT-PCR,Homo sapiens,384,8,1,Jigui Shan,"Dec 18, 2012"
GPL16388,Illumina HiSeq 2000 (Acinetobacter sp. ADP1),high-throughput sequencing,Acinetobacter sp. ADP1,0,4,1,GEO,"Dec 18, 2012"
GPL16389,Illumina Genome Analyzer (Olea europaea),high-throughput sequencing,Olea europaea,0,6,1,GEO,"Dec 18, 2012"
GPL16392,Illumina Genome Analyzer IIx (Staphylococcus sp. OJ82),high-throughput sequencing,Staphylococcus sp. OJ82,0,2,1,GEO,"Dec 18, 2012"
GPL16394,Illumina Genome Analyzer II (Grosmannia clavigera),high-throughput sequencing,Grosmannia clavigera,0,6,1,GEO,"Dec 18, 2012"
GPL16395,Illumina HiSeq 2000 (Grosmannia clavigera),high-throughput sequencing,Grosmannia clavigera,0,4,1,GEO,"Dec 18, 2012"
GPL16379,NimbleGen 120629_Olea_Populus_TU_exp,in situ oligonucleotide,Olea europaea;Populus trichocarpa,55504,6,1,mine turktas,"Dec 17, 2012"
GPL16380,Illumina HiSeq 2000 (Arabidopsis thaliana x Arabidopsis arenosa),high-throughput sequencing,Arabidopsis thaliana x Arabidopsis arenosa,0,7,3,GEO,"Dec 17, 2012"
GPL16383,Agilent-015424 S. pombe Whole Genome ChIP-on-Chip Microarray 4x44K (Probe Name version - A_86_Pnnnn probes),in situ oligonucleotide,Schizosaccharomyces pombe,42707,43,6,Agilent Technologies,"Dec 17, 2012"
GPL16384,[miRNA-3] Affymetrix Multispecies miRNA-3 Array,in situ oligonucleotide,synthetic construct,25533,1401,105,"Affymetrix, Inc.","Dec 17, 2012"
GPL16386,Illumina Genome Analyzer IIx (Petunia x hybrida),high-throughput sequencing,Petunia x hybrida,0,4,1,GEO,"Dec 17, 2012"
GPL16117,NimbleGen Citrus sinensis custom array [090831_FAPESP_Citrus_sinensis_expr],in situ oligonucleotide,Citrus sinensis,126140,4,1,Valéria Mafra,"Dec 16, 2012"
GPL16367,"Agilent Custom Apis mellifera aCGH, 2X400 designed by Genotypic Technology Private Limited",in situ oligonucleotide,Apis mellifera,416477,10,2,Genotypic technology,"Dec 15, 2012"
GPL10925,Affymetrix GeneChip Human Genome U133 Plus 2.0 Array (Brainarray CustomCDF [Hs133P_Hs_UG]),in situ oligonucleotide,Homo sapiens,22244,3,1,Li Li,"Dec 13, 2012"
GPL15393,NimbleGen A.palmata 135K array v1.0,in situ oligonucleotide,Acropora palmata,137604,48,2,Nicholas Polato,"Dec 13, 2012"
GPL16371,Agilent-027840 Rat miRNA Microarray Rel.14.0,in situ oligonucleotide,Rattus norvegicus,15744,12,2,Wataru Kurihara,"Dec 13, 2012"
GPL16373,NimbleGen custom IRHS_Medtr_102K_v1,in situ oligonucleotide,Medicago truncatula,102123,200,11,Sandra Pelletier,"Dec 13, 2012"
GPL16376,Human miRNA Array - I Li Lab,RT-PCR,Homo sapiens,247,3,1,Yun Zhang,"Dec 13, 2012"
GPL16377,Mouse Cytokine/Chemokine Array - I Wang Lab,RT-PCR,Mus musculus,96,6,1,Yun Zhang,"Dec 13, 2012"
GPL16339,NimbleGen Mus musculus MM8 Expression Array (12x135k),in situ oligonucleotide,Mus musculus,42586,260,7,Yuri E Dubrova,"Dec 12, 2012"
GPL14833,HZAU_Tomato_12800_v.CGEP,spotted oligonucleotide,Solanum lycopersicum,13728,3,1,Fei Guo,"Dec 12, 2012"
GPL14920,Locust 20k 60-mer oligo array,spotted oligonucleotide,Locusta migratoria,18308,24,2,Dejian Zhao,"Dec 12, 2012"
GPL16375,[ATH1-121501] Affymetrix Arabidopsis ATH1 Genome Array - custom CDF ATH1121501_At_TAIRG_14.1.0),in situ oligonucleotide,Arabidopsis thaliana,21428,6,1,GEO admin,"Dec 12, 2012"
GPL15843,"Derived from GPL9545 - The Genome Center at Washington University, Candida albicans 20K array",spotted oligonucleotide,Candida albicans,6357,136,1,David Kadosh,"Dec 11, 2012"
GPL16368,[Mouse4302_Mm_ENTREZG] Affymetrix GeneChip Mouse Genome 430 2.0 Array [Brainarray Version 16],in situ oligonucleotide,Mus musculus,17566,56,3,Ryan Dale,"Dec 11, 2012"
GPL16369,AB SOLiD 3 Plus System (Drosophila melanogaster),high-throughput sequencing,Drosophila melanogaster,0,8,1,GEO,"Dec 11, 2012"
GPL15176,Nimblegen Human custom 135k tiling array hg19 (OID31380)[100915_HG19_p53_NG_CGH],in situ oligonucleotide,Homo sapiens,134699,26,2,Genrich Tolstonog,"Dec 10, 2012"
GPL16363,Agilent-029034 Morone saxatilis ST2010B [Probe Name version],in situ oligonucleotide,Morone saxatilis,14618,16,1,Marine Genomics Core,"Dec 10, 2012"
GPL11306,WJC hsa mmu miRNA v7.1 01 (miRNA ID),spotted oligonucleotide,Homo sapiens;Mus musculus,459,12,1,Lauro Sumoy,"Dec 08, 2012"
GPL16362,3D-Gene Mouse miRNA Oligo Chip V17.1.0,spotted oligonucleotide,Mus musculus,1135,35,6,Satoshi Kondo,"Dec 08, 2012"
GPL13404,Affymetrix Escherichia coli MG1655 tiling array [Ecoli_TAb520346F],in situ oligonucleotide,Escherichia coli,0,9,3,Andrei Nikolai Trostel,"Dec 07, 2012"
GPL16346,"miRCURY LNA microRNA Array, v.11.0 - hsa, mmu & rno [full array]",spotted oligonucleotide,Homo sapiens;Human alphaherpesvirus 1;Human betaherpesvirus 5;Human gammaherpesvirus 4;Human gammaherpesvirus 8;Human immunodeficiency virus 1;Human polyomavirus 1;JC polyomavirus;Macaca mulatta polyomavirus 1;Murid betaherpesvirus 1;Murid gammaherpesvirus 4;Mus musculus;Rattus norvegicus,9360,16,3,Bassel E Sawaya,"Dec 07, 2012"
GPL16359,Iyer Lab Human 46K cDNA microarray v2,spotted DNA/cDNA,Homo sapiens,46557,4,1,Vishy Iyer,"Dec 07, 2012"
GPL16360,Illumina HiSeq 2000 (Brassica oleracea),high-throughput sequencing,Brassica oleracea,0,19,6,GEO,"Dec 07, 2012"
GPL16336,OSU Ezeji Clostridium beijerinckii NCIMB 8052 30K,in situ oligonucleotide,Clostridium beijerinckii NCIMB 8052,5003,4,1,Yan Zhang,"Dec 06, 2012"
GPL16349,Agilent-025396 Bartonella_quintana,in situ oligonucleotide,Bartonella quintana,8738,12,1,Christopher S Nelson,"Dec 05, 2012"
GPL16352,"miRCURY LNA™ microRNA Array V11.0- hsa, mmu & rno",spotted oligonucleotide,Homo sapiens;Human alphaherpesvirus 1;Human betaherpesvirus 5;Human gammaherpesvirus 4;Human gammaherpesvirus 8;Human immunodeficiency virus 1;Human polyomavirus 1;JC polyomavirus;Macaca mulatta polyomavirus 1;Murid betaherpesvirus 1;Mus musculus;Rattus norvegicus,1408,3,1,Yang Rongcun,"Dec 05, 2012"
GPL16355,Illumina HiSeq 2000 (Mus musculus domesticus x M. m. molossinus),high-throughput sequencing,Mus musculus domesticus x M. m. molossinus,0,4,1,GEO,"Dec 05, 2012"
GPL16356,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray HGU133Plus2_Hs_ENTREZG_v15],in situ oligonucleotide,Homo sapiens,18988,175,6,GEO admin,"Dec 05, 2012"
GPL14604,"Affymetrix GeneChip Human Genome U133A 2.0 Array [CDF: Brainarray Version 10, Hs133Av2_Hs_ENTREZG]",in situ oligonucleotide,Homo sapiens,12023,2893,3,Sakari Vanharanta,"Dec 04, 2012"
GPL16351,UCI Leptospira interrogans serovar Copenhageni Protein Microarray chip LI6,spotted peptide or protein,Leptospira interrogans serovar Copenhageni,2525,274,1,Carolina Lessa Aquino,"Dec 04, 2012"
GPL14958,INRA Sus scrofa 15K Adipose Tissue (Probe ID version),in situ oligonucleotide,Sus scrofa,15744,30,1,marie damon,"Dec 03, 2012"
GPL16348,Illumina Genome Analyzer IIx (Cicer arietinum),high-throughput sequencing,Cicer arietinum,0,29,4,GEO,"Dec 03, 2012"
GPL16350,Illumina Genome Analyzer IIx (Oryzias melastigma),high-throughput sequencing,Oryzias melastigma,0,6,1,GEO,"Dec 03, 2012"
GPL11143,GenoExploxer Homo sapiens 1.4K miRBASE version 13.0,in situ oligonucleotide,Homo sapiens,1368,48,1,Irene Cherni,"Dec 01, 2012"
GPL13215,"Human, approximately 43,000 features, representing 32,968 unique human genes",spotted DNA/cDNA,Homo sapiens,39790,9,1,Mahesh Appari,"Dec 01, 2012"
GPL13962,Agilent-021254 Giardia lamblia Custom 8x15K,in situ oligonucleotide,Giardia intestinalis,14870,2,2,Chin-Hung Sun,"Dec 01, 2012"
GPL14669,NimbleGen F verticillioides custom 14K array,in situ oligonucleotide,Fusarium verticillioides,28326,19,3,Robert Butchko,"Dec 01, 2012"
GPL14908,INRA Sus scrofa 15K Adipose Tissue,in situ oligonucleotide,Sus scrofa,125952,0,0,marie damon,"Dec 01, 2012"
GPL15023,NimbleGen Brucella melitensis 3K A4357-001-01,in situ oligonucleotide,Brucella melitensis,9601,4,2,Gary Splitter,"Dec 01, 2012"
GPL15024,NimbleGen Brucella ovis array 2.9K v1.0,in situ oligonucleotide,Brucella ovis,8443,12,4,Gary Splitter,"Dec 01, 2012"
GPL15403,Agilent-020430 Danio rerio custom 8x15k miRNA [Feature Number version],in situ oligonucleotide,Danio rerio,15744,28,3,Annemarie H. Meijer,"Dec 01, 2012"
GPL15600,Affymetrix IST_IBB Burkholderia 15K v1.0 [CDF: BCC1sa520656F_Xspecies.CEL80],in situ oligonucleotide,Burkholderia cenocepacia J2315;Burkholderia multivorans ATCC 17616,14797,10,1,Leonilde Morais Moreira,"Dec 01, 2012"
GPL15602,Agilent Escherichia coli 0127:H6 E2348/69,in situ oligonucleotide,Escherichia coli O127:H6 str. E2348/69,4653,8,1,Chrystala Constantinidou,"Dec 01, 2012"
GPL15603,Agilent Escherichia coli O157:H7 str. EDL933,in situ oligonucleotide,Escherichia coli O157:H7 str. EDL933,5497,8,1,Chrystala Constantinidou,"Dec 01, 2012"
GPL15799,Agilent-021643 GIS Zebrafish Array ver1.1_custom layout [PROBE NAME version],in situ oligonucleotide,Danio rerio,43457,18,1,Justin Jeyakani Joseph Gnanakkan,"Dec 01, 2012"
GPL15832,24sure Homo sapiens 3K BAC v2.0,spotted DNA/cDNA,Homo sapiens,2949,240,1,Claudia Spits,"Dec 01, 2012"
GPL15834,Exiqon Human 757 v10.0,spotted oligonucleotide,Homo sapiens,856,51,1,Ravand Samaeekia,"Dec 01, 2012"
GPL15881,Genotoul/Biopuces Eurogentec Yarrowia lipolytica 6.4K oligonucleotide array v2007 [13376 row layout],spotted oligonucleotide,Yarrowia lipolytica,13376,16,1,Jean-Marie Beckerich,"Dec 01, 2012"
GPL16041,Affymetrix Acinetobacter baumannii GeneChip [PMDacba1a520551F],in situ oligonucleotide,Acinetobacter baumannii,7727,12,2,Paul Dunman,"Dec 01, 2012"
GPL16092,"miRCURY LNA microRNA Array, 5th generation - hsa, mmu & rno [mapped to Sus scrofa]",spotted oligonucleotide,Sus scrofa,421,6,1,Rolf Søkilde,"Dec 01, 2012"
GPL16098,Human WG-6 v2.0 BeadChip (gene version),oligonucleotide beads,Homo sapiens,20749,24,1,Dallas Ross Donohoe,"Dec 01, 2012"
GPL16302,Agilent-033769 Homo sapiens 244K GBM 04_2011,in situ oligonucleotide,Homo sapiens,243504,7,2,Matti Annala,"Dec 01, 2012"
GPL16335,UCBL-CNRS_MAP_UMR5240_Dickeya_dadantii_4.3k array [080627_Erwinia _chrysanthemi_expr],in situ oligonucleotide,Dickeya dadantii 3937,13665,19,2,Yvan Rahbé,"Dec 01, 2012"
GPL14981,Goettingen_Univ_S. cerevisiae_Array-Ready Oligo Set V1.1,spotted oligonucleotide,Saccharomyces cerevisiae,14688,12,1,Gabriela Salinas-Riester,"Nov 30, 2012"
GPL15669,UQ_PGEL_Pineapple_10K_v1.0,spotted DNA/cDNA,Ananas comosus,2227,3,1,Jonni Koia,"Nov 30, 2012"
GPL15848,NimbleGen Francisella sp expression array [090630_F_tularensis_4_sp_expr],in situ oligonucleotide,Francisella,15332,4,1,Xhavit Zogaj,"Nov 30, 2012"
GPL16342,RPCI Human 6K,spotted DNA/cDNA,Homo sapiens,5802,29,2,Amanda Perez,"Nov 30, 2012"
GPL16343,AB 5500xl Genetic Analyzer (Aspergillus niger),high-throughput sequencing,Aspergillus niger,0,18,3,GEO,"Nov 30, 2012"
GPL16344,AB SOLiD System 3.0 (Spodoptera frugiperda),high-throughput sequencing,Spodoptera frugiperda,0,6,1,GEO,"Nov 30, 2012"
GPL16345,Illumina HiSeq 2000 (Solanum lycopersicum),high-throughput sequencing,Solanum lycopersicum,0,112,25,GEO,"Nov 30, 2012"
GPL13644,Duke/Wray Strongylocentrotus purpuratus 384-v1,oligonucleotide beads,Strongylocentrotus purpuratus,336,191,2,Daniel Runcie,"Nov 29, 2012"
GPL14935,Tiedje Lab Desulfitobacterium hafniense DCB-2 oligo array,spotted oligonucleotide,Desulfitobacterium hafniense DCB-2,4664,4,1,Christina Harzman,"Nov 29, 2012"
GPL16334,NimbleGen Custom Desulfovibrio alaskensis str. G20 4-plex [080626_Ddes_G20_EXP],in situ oligonucleotide,Desulfovibrio alaskensis G20,3648,44,5,Morgan N Price,"Nov 29, 2012"
GPL16340,[HuEx10stv2_Hs_ENST] Affymetrix Human Exon 1.0 ST Array [Brainarray Version 11.0.1],in situ oligonucleotide,Homo sapiens,45439,11,1,GEO admin,"Nov 29, 2012"
GPL16341,[HuEx10stv2_Hs_ENSE] Affymetrix Human Exon 1.0 ST Array [Brainarray Version 11.0.1],in situ oligonucleotide,Homo sapiens,232376,11,1,GEO admin,"Nov 29, 2012"
GPL15761,NimbleGen mouse DNA Methylation 3x720K CpG Island Plus RefSeq Promoter Arrays,in situ oligonucleotide,Mus musculus,713168,56,8,Xiwei Wu,"Nov 28, 2012"
GPL14580,MYcroarray Mycobacterium smegmatis str. MC2 155 3x20K,in situ oligonucleotide,Mycobacterium smegmatis str. MC2 155,6644,2,4,Andrea Cossu,"Nov 28, 2012"
GPL14591,MYcroarray Mycobacterium tuberculosis H37Rv 3x20K-5rep,in situ oligonucleotide,Mycobacterium tuberculosis H37Rv,3975,2,5,Andrea Cossu,"Nov 28, 2012"
GPL10810,Compugen 19K human v5.0,spotted oligonucleotide,Homo sapiens,20000,116,1,David Ma,"Nov 28, 2012"
GPL16326,miRXplore TM Microarray (836),spotted DNA/cDNA,Homo sapiens;Mus musculus;Rattus norvegicus,1417,0,0,Silvia Rueberg,"Nov 28, 2012"
GPL16329,[HuEx-1_0-st] Affymetrix Human Exon 1.0 ST Array [HuEx-1_0-st-v2.r2 ENST],in situ oligonucleotide,Homo sapiens,42187,6,1,Raquel Ferreira Rodrigues,"Nov 28, 2012"
GPL16330,[ATCTOBa520488] Affymetrix Custom Array - Nicotiana tabacum,in situ oligonucleotide,Nicotiana tabacum,43768,14,2,Nottingham Arabidopsis Stock Centre (NASC),"Nov 28, 2012"
GPL16333,Infinium HumanOmniExpressExome BeadChip,oligonucleotide beads,Homo sapiens,951117,13,4,GEO admin,"Nov 28, 2012"
GPL16315,SABiosciences RT2 miRNA PCR Array Human Cancer,RT-PCR,Homo sapiens,88,2,1,Jonathan Chou,"Nov 27, 2012"
GPL16322,Agilent-033484 Populus 8x60K v2.0 (Probe Name version),in situ oligonucleotide,Populus trichocarpa,56679,20,1,Chung-Jui Tsai,"Nov 27, 2012"
GPL16331,Ion Torrent PGM (Mus musculus),high-throughput sequencing,Mus musculus,0,253,30,GEO,"Nov 27, 2012"
GPL16324,Illumina HiSeq 2000 (Nannochloropsis oceanica),high-throughput sequencing,Nannochloropsis oceanica,0,36,1,GEO,"Nov 26, 2012"
GPL16325,Illumina Genome Analyzer II (Brassica napus),high-throughput sequencing,Brassica napus,0,2,1,GEO,"Nov 26, 2012"
GPL16316,Illumina Genome Analyzer IIx (Saccharum hybrid cultivar (mixed)),high-throughput sequencing,Saccharum hybrid cultivar (mixed),0,8,1,GEO,"Nov 23, 2012"
GPL16317,Illumina Genome Analyzer IIx (Saccharum hybrid cultivar SP70-1143),high-throughput sequencing,Saccharum hybrid cultivar SP70-1143,0,8,2,GEO,"Nov 23, 2012"
GPL16309,Agilent-scanner-UNC-custom-8X60K-Barcode39494,in situ oligonucleotide,Homo sapiens,62976,7,1,Albert Baldwin,"Nov 22, 2012"
GPL15442,UCM_Apal_10776_G3_Mfav subset,spotted DNA/cDNA,Acropora palmata,10776,4,1,Christian Robert Voolstra,"Nov 21, 2012"
GPL15443,UCM_Apal_12550_G3_Acer subset,spotted DNA/cDNA,Acropora palmata,12550,4,1,Christian Robert Voolstra,"Nov 21, 2012"
GPL15444,UCM_Apal_10622_G3_Sra subset,spotted DNA/cDNA,Acropora palmata,10622,4,1,Christian Robert Voolstra,"Nov 21, 2012"
GPL16294,"Exiqon miRCURY LNA microRNA array; 7th generation; batch 208500-2, 208510; lot 35003 - hsa, mmu & rno (miRBase 19.0)",spotted oligonucleotide,Cytomegalovirus;Homo sapiens;Human alphaherpesvirus 1;Human alphaherpesvirus 2;Human betaherpesvirus 5;Human immunodeficiency virus 1;Human polyomavirus 1;JC polyomavirus;Lymphocryptovirus;Macaca mulatta polyomavirus 1;Merkel cell polyomavirus;Murid gammaherpesvirus 4;Mus musculus;Rattus norvegicus;Rhadinovirus,3551,141,2,Santosh Kumar Patnaik,"Nov 21, 2012"
GPL16310,Illumina HiSeq 2000 (Cucumis sativus),high-throughput sequencing,Cucumis sativus,0,77,9,GEO,"Nov 21, 2012"
GPL16311,[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray HGU133Plus2_Hs_ENTREZG 14.0.0],in situ oligonucleotide,Homo sapiens,19070,821,10,GEO admin,"Nov 21, 2012"
GPL16312,AB 5500xl Genetic Analyzer (Rattus norvegicus),high-throughput sequencing,Rattus norvegicus,0,66,8,GEO,"Nov 21, 2012"
