Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE15175,"Human induced pluripotent stem cells free of exogenous DNA are derived with episomal vectors (fig 1.c)","Expression profiling by array","Homo sapiens",16,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15175/suppl",19325077,,"Victor Ruotti","Mar 27, 2009"
GSE15176,"Human induced pluripotent stem cells free of exogenous DNA are derived with episomal vectors (fig 4.a)","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15176/suppl",19325077,,"Victor Ruotti","Mar 27, 2009"
GSE15356,"Transcriptional and polysomal profile of poliovirus-infected HUVECs","Expression profiling by array","Homo sapiens",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15356/suppl",,,"Douglas I. Schmid","Mar 27, 2009"
GSE15382,"Gene expression profile of embryonic retinas expressing c-hairy1, Delta-1, or Wnt2b","Expression profiling by array","Gallus gallus",8,GDS3734,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15382/suppl",19386663,,"Shinichi Nakagawa","Mar 27, 2009"
GSE15413,"Gene expression profiles for different tissues obtained from newly hatched (day 0) and 7 day-old broiler chickens","Expression profiling by array","Gallus gallus",24,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15413/suppl",,,"Mark P Richards","Mar 27, 2009"
GSE15433,"The PPARg2 A/B-domain plays a gene specific role in transactivation and co-factor recruitment","Expression profiling by array","Mus musculus",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15433/suppl",19282365,,"Susanne Mandrup","Mar 27, 2009"
GSE11787,"Porcine spleen_Haemophilus Parasuis infected_7days","Expression profiling by array","Sus scrofa",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11787/suppl",19196461;23339624,,"Shuhong Zhao","Mar 26, 2009"
GSE12286,"Genomic Expression Profiling of Mature Soybean (Glycine max) Pollen","Expression profiling by array","Glycine max",5,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12286/suppl",19265555,,"Chui E WONG","Mar 26, 2009"
GSE15136,"A systematic search for transgenerational effect of drug exposure to adult males using a novel Drosophila model","Expression profiling by array","Drosophila melanogaster",28,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15136/suppl",19503609,,"Abhay Sharma","Mar 26, 2009"
GSE15371,"Auxin-induced gene expression in mesocotyl elongation of maize inbred line 3681-4 tolerant to deep-sowing","Expression profiling by array","Zea mays",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15371/suppl",,,"Guoying Wang","Mar 26, 2009"
GSE15389,"Peripheral blood mononuclear cells treated with a CDK inhibitor","Expression profiling by array","Homo sapiens",37,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15389/suppl",19755512,,"James Rosinski","Mar 26, 2009"
GSE15392,"DU145 tumor cells treated with a CDK inhibitor","Expression profiling by array","Homo sapiens",45,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15392/suppl",19755512,,"James Rosinski","Mar 26, 2009"
GSE15394,"Staphylococcus aureus treated with fosfomycin","Expression profiling by array","Staphylococcus aureus",37,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15394/suppl",20515462,,"Drago Kuzman","Mar 26, 2009"
GSE15395,"HCT116 tumor cells treated with a CDK inhibitor","Expression profiling by array","Homo sapiens",74,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15395/suppl",19755512,,"James Rosinski","Mar 26, 2009"
GSE15396,"Peripheral blood mononuclear, DU145, and HCT116 cells treated with a CDK inhibitor","Expression profiling by array","Homo sapiens",156,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15396/suppl",19755512,,"James Rosinski","Mar 26, 2009"
GSE15409,"Amino acid/Nucleotide perturbation in Escherichia coli","Expression profiling by array","Escherichia coli;Escherichia coli str. K-12 substr. MG1655",22,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15409/suppl",19366454,,"Dipen Sangurdekar","Mar 26, 2009"
GSE10943,"Transcriptional signature of IFN-alpha in the non-side population of ovarian cancer cells","Expression profiling by array","Homo sapiens",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10943/suppl",,,"Alberto Corradin","Mar 25, 2009"
GSE11083,"Childhood Onset Rheumatic Disease Gene Expression Profile","Expression profiling by array","Homo sapiens",83,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11083/suppl",19236715,,"Bart Frank","Mar 25, 2009"
GSE11635,"Evaluation of a Low Density DNA Microarray for Small B-Cell non-Hodgkin’s Lymphoma Differential Diagnosis","Expression profiling by array","Homo sapiens",276,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11635/suppl",19294557,,"jean-pierre gillet","Mar 25, 2009"
GSE11987,"Expression data from GLI1-transformed RK3E cells","Expression profiling by array","Rattus norvegicus",6,GDS3550,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11987/suppl",18924150,,"Joon Won Yoon","Mar 25, 2009"
GSE12594,"The effect of temperature on Natural Antisense Transcript (NAT) expression in Aspergillus flavus","Expression profiling by array","Aspergillus flavus;Zea mays",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12594/suppl",18813928,,"Carrie A. Smith","Mar 25, 2009"
GSE10663,"Comparison of the transcriptomes of tfIIs vs Col-0","Expression profiling by array","Arabidopsis thaliana",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10663/suppl",19150360,,"Wouter Van Delm","Mar 24, 2009"
GSE12924,"Temporal gene expression and probiotic attributes of Lactobacillus acidophilus during growth in milk","Expression profiling by array","Lactobacillus acidophilus;Lactobacillus acidophilus NCFM",6,,,,19233780,,"Todd Robert Klaenhammer","Mar 24, 2009"
GSE12929,"PPARg dependent expression changes during differentiation of 3T3L1 cell into adipocytes","Expression profiling by array","Mus musculus",48,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12929/suppl",19300518,,"Vinsensius B Vega","Mar 24, 2009"
GSE14088,"E2-RING expansion of the NEDD8 cascade confers specificity to cullin modification","Expression profiling by array","Mus musculus",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14088/suppl",19250909,,"Geoffrey Neale","Mar 24, 2009"
GSE14622,"Comparative gene expression study of Lactobacillus acidophilus NCFM and upp mutant (NCK1909) ","Expression profiling by array","Lactobacillus acidophilus NCFM",4,,,,19304841,,"Todd Robert Klaenhammer","Mar 24, 2009"
GSE14860,"Integrated genomic profiling of endometrial carcinoma","Genome variation profiling by SNP array;Expression profiling by array;SNP genotyping by SNP array","Homo sapiens",291,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14860/suppl",19261849,,"Rameen Beroukhim","Mar 24, 2009"
GSE15200,"Effects of DZNep and 5-Aza-CdR on gene expression in MCF7 cells after 72 h treatment","Expression profiling by array","Homo sapiens",6,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15200/suppl",19509260,,"Tina Miranda","Mar 24, 2009"
GSE15227,"Asporin is Expressed at Higher Levels in the More Degenerate Human Intervertebral Disc Tissue","Expression profiling by array","Homo sapiens",15,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15227/suppl",19535298,,"Helen Gruber","Mar 24, 2009"
GSE15302,"Cells following mtDNA loss, or NAR1 repression","Expression profiling by array","Saccharomyces cerevisiae",6,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15302/suppl",19563757,,"Daniel Gottschling","Mar 24, 2009"
GSE15324,"Control of CD8+ T cell proliferation by the transcription factor ELF4","Expression profiling by array","Mus musculus",8,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15324/suppl",19412182,,"Toni-Ann Mistretta","Mar 24, 2009"
GSE15349,"Skeletal muscle gene expression after myostatin knockout in mature mice","Expression profiling by array","Mus musculus",10,GDS3637,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15349/suppl",19509079,,"Stephen Welle","Mar 24, 2009"
GSE8790,"Comparative analysis of gene expression in A/J CS vs Air lungs.","Expression profiling by array","Mus musculus",22,GDS3548,"CEL;EXP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8790/suppl",19286929,,"vikas misra","Mar 23, 2009"
GSE9703,"Identification of Common Genetic Variants that Account for Transcript Isoform Variation between Human Populations","Expression profiling by array","Homo sapiens",176,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9703/suppl",19052777;19925429;25818895,,"Eileen Dolan","Mar 23, 2009"
GSE11037,"Acute effects of particulate matter (EHC-93) inhalation in mice with chronic lung inflammation","Expression profiling by array","Mus musculus",40,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11037/suppl",,,"Andrew Williams","Mar 23, 2009"
GSE14465,"Impact of anti-inflammatory agents on the gene expression profile of stimulated human neutrophils","Expression profiling by array","Homo sapiens",5,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14465/suppl",19295914,,"Marc Pouliot","Mar 23, 2009"
GSE15357,"Molecular characterization of hybridoma subclones spontaneously switching at high frequencies in vitro","Expression profiling by array","Mus musculus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15357/suppl",,,"Jiri Zavadil","Mar 23, 2009"
GSE10299,"Tumor Growth and Prognosis of Squamous Cell Carcinoma of the Head and Neck is Linked to Protein Kinase C Alpha","Expression profiling by array","Homo sapiens",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10299/suppl",19117988,,"Christine H. Chung","Mar 22, 2009"
GSE10300,"head and neck squamous cell carcinoma samples","Expression profiling by array","Homo sapiens",44,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10300/suppl",19117988,,"Christine H. Chung","Mar 22, 2009"
GSE12183,"Transcript analysis of HCV tumor promoting effect","Expression profiling by array","Mus musculus",25,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12183/suppl",19340302,,"Mark Katzenellenbogen","Mar 22, 2009"
GSE12184,"Exon analysis of HCV tumor promoting effect","Expression profiling by array","Mus musculus",25,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12184/suppl",19340302,,"Mark Katzenellenbogen","Mar 22, 2009"
GSE12185,"HCV tumor promoting effect is dependent on host genetic background","Expression profiling by array","Mus musculus",50,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12185/suppl",19340302,,"Mark Katzenellenbogen","Mar 22, 2009"
GSE6196,"Mouse Reissner's Membrane Gene Expression studies","Expression profiling by array","Mus musculus",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6196/suppl",19144862,,"Daniel Marcus","Mar 21, 2009"
GSE7584,"Gene expression studies in IEC-6 cells induced by non-steroidal anti-inflammatory agents","Expression profiling by array","Rattus norvegicus",14,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE7nnn/GSE7584/suppl",18281595,,"Daniel Marcus","Mar 21, 2009"
GSE15319,"Conditioning of uropathogenic Escherichia coli to nitrosative stress","Expression profiling by array","Escherichia coli;Escherichia coli UTI89",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15319/suppl",19255192,,"Matthew A Mulvey","Mar 21, 2009"
GSE15322,"Comparative transcriptomic profiling of human colon cells (CCD-18Co) exposed to an orange extract rich in flavanones","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15322/suppl",19728713,,"María-Teresa García-Conesa","Mar 21, 2009"
GSE5331,"Radiation-induced genes expressed in two murine tumors.","Expression profiling by array","Mus musculus",36,,,,18997097,,"Kazunori Nojiri","Mar 20, 2009"
GSE10926,"Time course of response of Kc cells to ecdysone","Expression profiling by array","Drosophila melanogaster",22,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10926/suppl",,,"Lucy Cherbas","Mar 20, 2009"
GSE11067,"Time course of response of ML-DmD4-c1 cells to ecdysone","Expression profiling by array","Drosophila melanogaster",15,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11067/suppl",,,"Lucy Cherbas","Mar 20, 2009"
GSE11068,"Time course of response of CME W1 Cl.8+ cells to ecdysone","Expression profiling by array","Drosophila melanogaster",16,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11068/suppl",,,"Lucy Cherbas","Mar 20, 2009"
GSE11069,"Time course of response of ML-DmBG3-c2 cells to ecdysone","Expression profiling by array","Drosophila melanogaster",16,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11069/suppl",,,"Lucy Cherbas","Mar 20, 2009"
GSE11167,"Response of Drosophila cell lines to 5 hr ecdysone treatment","Expression profiling by array","Drosophila melanogaster",52,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11167/suppl",,,"Lucy Cherbas","Mar 20, 2009"
GSE11179,"Transcriptional comparison of Drosophila cell lines using Kc167 as standard ","Expression profiling by array","Drosophila melanogaster",37,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11179/suppl",,,"Lucy Cherbas","Mar 20, 2009"
GSE11280,"Study of Drosophila cell lines","Expression profiling by array","Drosophila melanogaster",133,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE11nnn/GSE11280/suppl",,,"Lucy Cherbas","Mar 20, 2009"
GSE13833,"Transcriptome changes triggered by the synthetic defense elicitors DCA and INA in Arabidopsis thaliana ","Expression profiling by array","Arabidopsis thaliana",24,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13833/suppl",19304930,,"Thomas Eulgem","Mar 20, 2009"
GSE15294,"Gene expression of genetically related and unrelated human embryonic stem cell lines","Expression profiling by array","Homo sapiens",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15294/suppl",19200798,,"Dieter Egli","Mar 20, 2009"
GSE15315,"ERK1/2 in Ovarian Granulosa Cells are Essential for Female Fertility","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15315/suppl",19443782,,"Zhilin Liu","Mar 20, 2009"
GSE10921,"Gene expression in lung fibroblasts","Expression profiling by array","Homo sapiens",7,,"XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10921/suppl",19251946,,"Louis Justine Vuga","Mar 19, 2009"
GSE14238,"Expression data from E. coli O157:H7 growth in the absence or presence of HEp-2 epithelial cells","Expression profiling by array","Escherichia coli;Escherichia coli O157:H7",18,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14238/suppl",19293938,,"Philip M Sherman","Mar 19, 2009"
GSE10054,"Expression information of splicing factor OsSKIPa knock-down and overexpressed rice","Expression profiling by array","Oryza sativa;Oryza sativa Japonica Group",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10054/suppl",19339499,,"Kabin Xie","Mar 18, 2009"
GSE15053,"Stepwise development of hematopoietic stem cells from embryonic stem cells","Expression profiling by array","Mus musculus",3,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15053/suppl",19287487,,"Hideo Ema","Mar 18, 2009"
GSE15220,"Genome-wide analysis of differential methylation and gene expression in a testicular cancer cell line","Expression profiling by array;Methylation profiling by genome tiling array","Homo sapiens",13,,"BAR;BED;CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15220/suppl",20051947,,"Hoi Hung Cheung","Mar 18, 2009"
GSE15267,"Expression data of induced pluripotent stem cell","Expression profiling by array","Mus musculus",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15267/suppl",20595395;23202127,,"Duanqing Pei","Mar 18, 2009"
GSE9978,"Genes plus and minus LIF","Expression profiling by array","Mus musculus",8,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE9nnn/GSE9978/suppl",19618472,,"Kymora Scotland","Mar 17, 2009"
GSE13919,"A Novel Androgen Receptor Splice Variant Is Upregulated during Prostate Cancer Progression ","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13919/suppl",19244107,,"Hegang Chen","Mar 17, 2009"
GSE10940,"Logjam p24 mutant microarray analysis","Expression profiling by array","Drosophila melanogaster",12,GDS3633,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10940/suppl",18466616,,"Ginger E. Carney","Mar 16, 2009"
GSE14256,"Human fibroblast stimulation with PDGF-BB or b-FGF","Expression profiling by array","Homo sapiens",10,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14256/suppl",19244250;20215436;24762137,,"Jean-Baptiste Demoulin","Mar 16, 2009"
GSE15003,"Effect of Rac1 haploinsufficiency on the gene expression profile of mouse endothelial cells","Expression profiling by array","Mus musculus",4,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15003/suppl",19278959,,"Naoki Sawada","Mar 16, 2009"
GSE13229,"Comparison of mouse NK cell subsets defined by CD27 and CD11b expression","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13229/suppl",19234143;22267813,,"Thierry Walzer","Mar 15, 2009"
GSE14365,"Expression data from WT and Aire deficient mTECs","Expression profiling by array","Mus musculus",5,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14365/suppl",19265170,,"Francois-Xavier Hubert","Mar 15, 2009"
GSE6367,"Gene profile of breast cancers with immunohistochemical phenotypes of ER+/- and/or HER2+/-","Expression profiling by array","Homo sapiens",40,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE6nnn/GSE6367/suppl",19259095,,"shinobu Masuda","Mar 14, 2009"
GSE10828,"Vastus lateralis muscle of patients with an acute COPD exacerbation","Expression profiling by array","Homo sapiens",9,,,,,,"Tim Crul","Mar 14, 2009"
GSE15211,"Functional Modeling of Pressure Induced Gene Expression Reveals Mechanosensitive Signaling Pathways","Expression profiling by array","Sus scrofa",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15211/suppl",,,"CAROL ANDREA PREGONERO","Mar 14, 2009"
GSE15219,"Transcriptome analysis of in vitro endotoxin tolerant human monocytes","Expression profiling by array","Homo sapiens",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15219/suppl",,,"Eduardo Lopez-Collazo","Mar 14, 2009"
GSE15221,"Malaria primes the innate immune response due to IFNg induced enhancement of Toll-like receptor expression and function.","Expression profiling by array","Homo sapiens",28,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15221/suppl",19297619;21820332,,"Harry Björkbacka","Mar 14, 2009"
GSE12196,"Rat exposure to RDX (3mg/kg or 18mg/kg; 0, 4, 24, 48 hr)","Expression profiling by array","Rattus norvegicus",48,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12196/suppl",19239275,,"James F Dillman","Mar 13, 2009"
GSE13428,"Gene Expression Profiling of Rat Hippocampus Following Exposure to the Acetylcholinesterase Inhibitor Soman","Expression profiling by array","Rattus norvegicus",38,GDS4940,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13428/suppl",19281266,,"James F Dillman","Mar 13, 2009"
GSE13663,"Bovine endometrium at day 18 of pregnancy after transfer of in vitro produced or somatic cell nuclear transfer embryos","Expression profiling by array","Bos taurus",19,,"GEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13663/suppl",19307558,,"Stefan Michael Bauersachs","Mar 13, 2009"
GSE14201,"Transcription factor Achaete scute-like 2 (Ascl2) controls intestinal stem cell fate","Expression profiling by array","Mus musculus",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14201/suppl",19269367,,"Daniel E. Stange","Mar 13, 2009"
GSE15189,"Early Iron Deficiency Induced Changes in Arabidopsis Roots","Expression profiling by array","Arabidopsis thaliana",22,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15189/suppl",19348669,,"Wolfgang Schmidt","Mar 13, 2009"
GSE15209,"Expression data from human foetal neural stem (NS) cell lines and human glioma neural stem (GNS) cell lines","Expression profiling by array","Homo sapiens",20,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15209/suppl",19497285,,"Steven Michael Pollard","Mar 13, 2009"
GSE15213,"IFN-alpha induced gene expression profile in NOD/BDC2.5 and NOD mice.","Expression profiling by array","Mus musculus",16,,,,18716002,,"Hugh O McDevitt","Mar 13, 2009"
GSE10787,"Low-intensity microwave irradiation does not substantially alter gene expression in late larval and adult C. elegans","Expression profiling by array","Caenorhabditis elegans",14,,"CEL;CHP;EXP;RPT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10787/suppl",19533680,,"Nottingham Arabidopsis Stock Centre (NASC)","Mar 12, 2009"
GSE15160,"Expression data from Arabidopsis seed compartments at the heart stage.","Expression profiling by array","Arabidopsis thaliana",16,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15160/suppl",23319655;20385809,,"John J Harada","Mar 12, 2009"
GSE15165,"Expression data from Arabidopsis seed compartments at the mature green stage.","Expression profiling by array","Arabidopsis thaliana",14,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15165/suppl",23319655;20385809,,"John J Harada","Mar 12, 2009"
GSE15174,"The effect of a dexamethasone and a FK506 on the induction of chemokines in human mast cells","Expression profiling by array","Homo sapiens",5,,,,19454720,,"Atsushi Kato","Mar 12, 2009"
GSE15182,"Comparison of ATG5-/- Bcl-2 tumors expressing p62-GFP versus those expressing EGFP","Expression profiling by array","Mus musculus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15182/suppl",19524509,,"Robin Mathew","Mar 12, 2009"
GSE15185,"Expression data from sorted follicle populations in the 2nd telogen to anagen transition.","Expression profiling by array","Mus musculus",9,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15185/suppl",19200804,,"Michael Rendl","Mar 12, 2009"
GSE10616,"Human colon expression in healthy controls, colon-only CD, ileo-colonic CD, and UC","Expression profiling by array","Homo sapiens",58,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10616/suppl",18758464,,"Lee Denson","Mar 11, 2009"
GSE10799,"Gene expression profile of lung tumors","Expression profiling by array","Homo sapiens",19,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE10nnn/GSE10799/suppl",19208797,,"Thomas Streichert","Mar 11, 2009"
GSE12867,"Requirement for Sun1 in the expression of meiotic reproductive genes and piRNA","Expression profiling by array","Mus musculus",9,,"GPR;JPG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE12nnn/GSE12867/suppl",19211677,,"Ya-Hui Chi","Mar 11, 2009"
GSE13431,"Gene expression in three independent resynthesized Brassica napus allopolyploid lines and their diploid progenitors","Expression profiling by array","Arabidopsis thaliana;Brassica napus;Brassica oleracea;Brassica rapa;Brassica sp.",7,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13431/suppl",19274085,,"Robert Thomas Gaeta","Mar 11, 2009"
GSE13674,"microRNA-101 represses EZH2 in cancer","Expression profiling by array","Homo sapiens",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13674/suppl",19258506,,"Jeffrey Friedman","Mar 11, 2009"
GSE13792,"Nuclear scaffold and matrix attachment of Aortic Adventitial Fibroblast (AoAF) chromatin","Genome binding/occupancy profiling by genome tiling array;Expression profiling by array","Homo sapiens",5,,"PAIR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13792/suppl",19276204,,"Stephen A Krawetz","Mar 11, 2009"
GSE15085,"Differential expression of stem cell-specific genes in P7 and P28 dentate gyrus neural progenitors","Expression profiling by array","Mus musculus",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15085/suppl",20014381,,"Steve Kernie","Mar 11, 2009"
GSE15152,"MOE430A Analysis of Dll3 mutant vs. wild-type 9.5 dpc presomitic mesoderm","Expression profiling by array","Mus musculus",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15152/suppl",19268448,,"Kenro Kusumi","Mar 11, 2009"
GSE15153,"MOE430A Analysis of Dll3 mutant vs. wild-type 9.5 dpc somite-level tissue","Expression profiling by array","Mus musculus",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15153/suppl",19268448,,"Kenro Kusumi","Mar 11, 2009"
GSE15162,"Quercetin effect on gene expression in HepG2 hepatocellular cancer cells","Expression profiling by array","Homo sapiens",8,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15162/suppl",21782406,,"George Notas","Mar 11, 2009"
GSE15166,"Gene expression during mouse OS25 ES cell differentiation","Expression profiling by array","Mus musculus",2,,,,19389823,,"Clémence Kress","Mar 11, 2009"
GSE15178,"Presomitic mesoderm and somite-level tissue of 9.5 dpc Dll3 mutants","Expression profiling by array","Mus musculus",12,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15178/suppl",19268448,,"Kenro Kusumi","Mar 11, 2009"
GSE15180,"The Biological Residue of Low Early-Life Social Class","Expression profiling by array","Homo sapiens",60,,,,19617551,,"Gregory E Miller","Mar 11, 2009"
GSE15194,"Hedgehog signaling is dispensable for adult hematopoietic stem cell function","Expression profiling by array","Mus musculus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15194/suppl",19497283,,"Iannis Aifantis","Mar 11, 2009"
