Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE59936,"Expression data with either EglN2 or control knockdown in T47D cells","Expression profiling by array","Homo sapiens",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59936/suppl",,,"Qing Zhang","Jul 31, 2014"
GSE59937,"Hypoxia-related transcription factor ChIP-seq and EglN2 knockdown expression profiling in T47D breast cancer cells","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",9,,"BED;CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59937/suppl",,,"Qing Zhang","Jul 31, 2014"
GSE59938,"Expression data from vehicle and adrenomedullin treated human lymphatic endothelial cells","Expression profiling by array","Homo sapiens",20,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59938/suppl",25203207,,"Kathleen Caron","Jul 31, 2014"
GSE30994,"Prostate cancer specific gene expression","Expression profiling by array","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30994/suppl",24922645,,"Atsushi Mizokami","Jul 30, 2014"
GSE35061,"Role of the hypoxia-inducible histone H3K9 methylation regulating enzymes Jmjd1a and G9a in stem cell self-renewal and tumorigenesis","Expression profiling by array","Mus musculus",63,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35061/suppl",25071150,,"Kian Leong LEE","Jul 30, 2014"
GSE36318,"Identification of hormone-correlated genes as biomarkers for menstrual cycle phases and menopausal status ","Expression profiling by array","Homo sapiens",18,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36318/suppl",,,"Jun Wang","Jul 30, 2014"
GSE36355,"Evaluation of Human Embryonic Stem Cells and their 1 Differentiated Fibroblastic Progenies as Cellular Models for In Vitro Genotoxicity Screening","Expression profiling by array","Homo sapiens",16,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36355/suppl",24862194,,"Manikandan Jayapal","Jul 30, 2014"
GSE41031,"Transcriptome profiles of brain glioma stem cells and normal neural stem cells","Expression profiling by array","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41031/suppl",24519663,,"Shuang Liu","Jul 30, 2014"
GSE41033,"Brain glioma stem cells and normal neural stem cells","Expression profiling by array;Non-coding RNA profiling by array","Homo sapiens",12,,,,24519663,,"Shuang Liu","Jul 30, 2014"
GSE45235,"Marine omega-3 phospholipids suppress hepatic steatosis by a complex inhibition of biosynthetic pathways in dietary obese mice","Expression profiling by array","Mus musculus",29,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45235/suppl",24295779,,"Evert M. van Schothorst","Jul 30, 2014"
GSE48871,"Gene expression profiles of two lung squamous cell carcinoma cell lines treated with SOX2 siRNA","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48871/suppl",24477565,,"Shih Sheng Jiang","Jul 30, 2014"
GSE49281,"Bone Morphogenetic Protein Receptor Antagonists Inhibit Growth and Survival of Lung Cancer Cells Expressing Stem Cell Markers Oct4 or Nestin","Expression profiling by array","Homo sapiens",4,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49281/suppl",,,"John Langenfeld","Jul 30, 2014"
GSE49383,"Gene expression data from mouse HDAC4 KO pups, postnatal day 3","Expression profiling by array","Mus musculus",20,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49383/suppl",24278330,,"Tamara Seredenin","Jul 30, 2014"
GSE50180,"Gene expression profiles of NIH3T3 cells stably transfected with the plasmids encoding the wild type PreS/S gene or the nonsense mutant gene (sW182*) of HBV.","Expression profiling by array","Mus musculus",5,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50180/suppl",24662304,,"Shih Sheng Jiang","Jul 30, 2014"
GSE50679,"Fine-tuning of the anaerobic response in plants relies on trihelix protein repression of the oxygen sensing machinery","Expression profiling by array","Arabidopsis thaliana",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50679/suppl",25226037,,"Seung Cho Lee","Jul 30, 2014"
GSE54325,"Impact of monomeric and oligomeric flavanols (MOF) consumption on the gene expression profile of leukocytes (human)","Expression profiling by array","Homo sapiens",7,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54325/suppl",24763279,,"Dragan MILENKOVIC","Jul 30, 2014"
GSE54690,"Transcriptome-Methylome study of blood samples from flavanol diet intervention Paper title: Dietary flavanols modulate the transcription of genes associated with cardiovascular pathology and induces complex changes of their DNA methylation state.","Expression profiling by array;Methylation profiling by genome tiling array","Homo sapiens",27,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54690/suppl",24763279,,"Dragan MILENKOVIC","Jul 30, 2014"
GSE54712,"Transcriptional changes taking place during differentiation of H460-derived CSCs","Expression profiling by array","Homo sapiens",8,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54712/suppl",24961511,,"Juan Carlos Oliveros","Jul 30, 2014"
GSE54981,"Comparison of H460 derived CSCs and cisplatin-resistant cells","Expression profiling by array","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54981/suppl",24961511,,"Juan Carlos Oliveros","Jul 30, 2014"
GSE55983,"Inflammation-induced chemokine expression in uveal melanoma cell lines stimulates monocyte chemotaxis","Expression profiling by array","Homo sapiens",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55983/suppl",25074768,,"Tina Jehs","Jul 30, 2014"
GSE56563,"SIRT6 regulates glucose metabolism and glutamatergic synapse in the mouse retina","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56563/suppl",24896097,,"Kenneth N Ross","Jul 30, 2014"
GSE57061,"Expression data for Lck-Cre, Med23flox/flox and Med23flox/flox;Lck-Cre thymocytes +/- 3hr exposure to plate bound anti-CD3 antibody","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57061/suppl",25054639,,"Paul Brindle","Jul 30, 2014"
GSE57324,"Gene expression analysis in the spleen of wild type, Sle1.3 (lupus mice) and Sle1.3 mice haplodeficient for E2-2 (exhibiting non functional pDCs)","Expression profiling by array","Mus musculus",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57324/suppl",25180061,,"Vanjs Sisirak","Jul 30, 2014"
GSE57468,"Genome-wide expression profiling in bone marrow-derived macrophage (BMM) cells upon RANKL treatment","Expression profiling by array","Mus musculus",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57468/suppl",25023277,,"Kyunghwan Kim","Jul 30, 2014"
GSE58032,"Association of prognosis of acute myeloid leukemia patients with leukemia stem cell gene signature based on nucleostemin promoter activity","Expression profiling by array","Mus musculus",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58032/suppl",24960197,,"Atsushi Hirao","Jul 30, 2014"
GSE58176,"Transcriptional profiling of E. coli cultures exposed to tellurite 0.5 µg/ml","Expression profiling by array","Escherichia coli;Escherichia coli K-12",2,,"GPR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58176/suppl",25049169,,"David Enrique Loyola","Jul 30, 2014"
GSE58211,"Expression data of chronic lymphocytic leukemia patient samples from the REACH study","Expression profiling by array","Homo sapiens",300,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58211/suppl",24916506,,"Ru-Fang Yeh","Jul 30, 2014"
GSE58240,"Gene expression profiling of the response to interferon beta in EBV-transformed and primary B cells of patients with multiple sclerosis","Expression profiling by array","Homo sapiens",32,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58240/suppl",25025430,,"Tamar Paperna","Jul 30, 2014"
GSE58982,"Gene expression from aged and young dorsal root ganglia after nerve injury","Expression profiling by array","Mus musculus",11,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58982/suppl",25033179,,"Michio Painter","Jul 30, 2014"
GSE59040,"Gene expression from aged and young sciatic nerve after nerve injury","Expression profiling by array","Mus musculus",18,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59040/suppl",25033179,,"Michio Painter","Jul 30, 2014"
GSE59861,"mRNA Expression data from AG 1522 human fibroblasts post X-ray radiation","Expression profiling by array","Homo sapiens",40,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59861/suppl",,,"Wei Han","Jul 30, 2014"
GSE59863,"Expression data from AG 1522 human fibroblasts post X-ray radiation","Expression profiling by array;Non-coding RNA profiling by array","Homo sapiens",52,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59863/suppl",,,"Wei Han","Jul 30, 2014"
GSE59886,"Transcriptome analysis of ∆scgA at three time points","Expression profiling by array","Streptomyces chattanoogensis",18,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59886/suppl",25326777,,"zhenxing zhou","Jul 30, 2014"
GSE59887,"Transcriptome profile of GEN2.2 cell line","Expression profiling by array","Homo sapiens",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59887/suppl",,,"Pedro Carmona","Jul 30, 2014"
GSE59888,"Epigenetic activation of neuronal gene expression by JMJD3 is required for postnatal and adult brain neurogenesis","Expression profiling by array","Mus musculus",9,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59888/suppl",25176653,,"Siyuan John Liu","Jul 30, 2014"
GSE59897,"Expression profile of HCT116 cells transfected with miR-204-5p","Expression profiling by array","Homo sapiens",2,,"XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59897/suppl",25294901,,"zhaohui Huang","Jul 30, 2014"
GSE37945,"Effect of HIC1 and miR-212/132 expression on MCF7 cells","Expression profiling by array","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37945/suppl",25070796,,"Yoko Fukuda Yuzawa","Jul 29, 2014"
GSE40544,"Expression analysis of Arabidopsis plants infected with Pseudomonas syringae pv. tomato DC3000 (Pto) strains","Expression profiling by array","Arabidopsis thaliana",24,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40544/suppl",24348271,,"Kenichi Tsuda","Jul 29, 2014"
GSE40547,"Expression analysis of Arabidopsis transgenic plants carrying DEX-inducible MKK4DD in Col or sid2 background treated with DEX or control","Expression profiling by array","Arabidopsis thaliana",12,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40547/suppl",24348271,,"Kenichi Tsuda","Jul 29, 2014"
GSE40555,"Sustained versus Transient MAPK Activation Underlies Differential Properties of the Plant Immune Signaling Network","Expression profiling by array","Arabidopsis thaliana",36,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40555/suppl",24348271,,"Kenichi Tsuda","Jul 29, 2014"
GSE41119,"Molecular Characterization of Basal-like and Non-Basal-like Triple-Negative Breast Cancers","Expression profiling by array","Homo sapiens",287,,,,23404817,,"Charles M. Perou","Jul 29, 2014"
GSE47395,"RNA Seq analysis of Mefs Isolated from STC1+/+ and STC1-/- mice","Expression profiling by array;Expression profiling by high throughput sequencing","Mus musculus",6,,"CSV;TXT;SRA Study","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47395/suppl;ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByStudy/sra/SRP/SRP023/SRP023177",25136103,SRP023177,"Sanchita Bhatnagar","Jul 29, 2014"
GSE47856,"Expression data from cultured human ovarian carcinoma cell lines with and without Cisplatin treatment","Expression profiling by array","Homo sapiens",171,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47856/suppl",24858042,,"Tuan Zea Tan","Jul 29, 2014"
GSE49370,"Role of Fzd2 in lung epithelium development","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49370/suppl",25114215,,"Rachel S Kadzik","Jul 29, 2014"
GSE55867,"Matrix Elasticity Does Not Affect Replicative Senescence or DNA Methylation Patterns of Mesenchymal Stem Cells [gene expression profiling]","Expression profiling by array","Homo sapiens",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55867/suppl",24824582,,"Wolfgang Wagner","Jul 29, 2014"
GSE55889,"Matrix Elasticity Does Not Affect Replicative Senescence or DNA Methylation Patterns of Mesenchymal Stem Cells","Expression profiling by array;Methylation profiling by array","Homo sapiens",29,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55889/suppl",24824582,,"Wolfgang Wagner","Jul 29, 2014"
GSE57571,"Effects of (-)-cannabidiol on human sebocytes","Expression profiling by array","Homo sapiens",5,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57571/suppl",25061872,,"Attila Oláh","Jul 29, 2014"
GSE57658,"Activating c-KIT mutations confers oncogenic cooperativity and rescue RUNX1-ETO induced DNA-damage in human cells","Expression profiling by array","Homo sapiens",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57658/suppl",24897507,,"Claudia Döring","Jul 29, 2014"
GSE58252,"Expression data from breast cancer cell line MCF-7 with ectopic expression of the transcription factor Snail","Expression profiling by array","Homo sapiens",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58252/suppl",,,"Roman Mezencev","Jul 29, 2014"
GSE58727,"Expression data from E18 mouse dorsal telencephalon","Expression profiling by array","Mus musculus",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58727/suppl",25073924,,"William D Snider","Jul 29, 2014"
GSE58992,"State Transitions in the TORC1 Signaling Pathway and Information Processing in S. cerevisiae","Expression profiling by array","Saccharomyces cerevisiae",16,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58992/suppl",25085507,,"James E Hughes Hallett","Jul 29, 2014"
GSE59803,"Gene expression profiles of Histone deacetylase inhibitors treated  cord blood hematopoietic stem cells.","Expression profiling by array","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59803/suppl",,,"Pratima Chaurasia","Jul 29, 2014"
GSE59806,"DNA microarray analysis of global gene regulation by AdpAch in Streptomyces chattanoogensis","Expression profiling by array","Streptomyces chattanoogensis",18,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59806/suppl",25172865,,"Pin Yu","Jul 29, 2014"
GSE59808,"Expression data from AML cell lines","Expression profiling by array","Homo sapiens",32,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59808/suppl",,,"Shih-Min A Huang","Jul 29, 2014"
GSE59809,"Expression data from12-day old Arabidopsis germinants","Expression profiling by array","Arabidopsis thaliana",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59809/suppl",25242526,,"Laxminath Tumburu","Jul 29, 2014"
GSE59812,"Gene expression profile of glycolaldehdye-treated yeast cells vs glycolaldehdye-nontreated cells","Expression profiling by array","Saccharomyces cerevisiae",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59812/suppl",,,"Lahiru Niroshan Jayakody","Jul 29, 2014"
GSE31207,"The Sex-Specific Changes in Gene Expression and Behavior Induced by Chronic Toxoplasma Infection in Mice","Expression profiling by array","Mus musculus",19,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31207/suppl",,,"JC xiao","Jul 28, 2014"
GSE49397,"Flcn and BHD renal tumorigenesis","Expression profiling by array","Mus musculus",10,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49397/suppl",,,"Karl Dykema","Jul 28, 2014"
GSE57218,"Gene expression profiles from joint-matched macroscopically intact and OA affected cartilage of patients undergoing joint replacement surgery due to end-stage OA","Expression profiling by array","Homo sapiens",73,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57218/suppl",25054223;25261579,,"Yolande F. M. Ramos","Jul 28, 2014"
GSE59502,"Pyrrole-imidazole polyamide targeted to the REL/ELK1 overlapping sequences in the EVI1 minimal promoter","Expression profiling by array","Homo sapiens",4,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59502/suppl",25219965,,"Junetha Syed","Jul 28, 2014"
GSE59837,"Differential Responses of Plasmacytoid Dendritic Cells to Influenza and Distinct Viral Pathogens","Expression profiling by array","Homo sapiens",95,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59837/suppl",25008918,,"Francesco Maria Marincola","Jul 28, 2014"
GSE49650,"Checkpoints Couple Transcription Network Oscillator Dynamics to Cell-Cycle Progression","Expression profiling by array","Saccharomyces cerevisiae;Schizosaccharomyces pombe",160,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49650/suppl",25200947,,"Steven Haase","Jul 27, 2014"
GSE49675,"Expression data of human lung adenocarcinoma cell line H441 treated with TTF-1/NKX2-1 siRNA and TGF-beta","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49675/suppl",25060702,,"Daizo Koinuma","Jul 27, 2014"
GSE51510,"Role of TTF-1/NKX2-1, Smad3 and Smad4 on lung cancer cell lines","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing","Homo sapiens",20,,"BED;CEL;WIG","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51510/suppl",25060702,,"Daizo Koinuma","Jul 27, 2014"
GSE59797,"Early stages of yeast senescent cells","Expression profiling by array","Saccharomyces cerevisiae",3,,"XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59797/suppl",25294875,,"Yukio Mukai","Jul 27, 2014"
GSE54212,"C. elegans gene expression in response to Salmonella enterica infection and recovery by Tetracycline treatment","Expression profiling by array","Caenorhabditis elegans",14,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54212/suppl",25340560,,"Brian P Head","Jul 26, 2014"
GSE59753,"Vibrio vulnificus : biofilm cells vs. planktonic cells","Expression profiling by array","Vibrio vulnificus;Vibrio vulnificus CMCP6",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59753/suppl",,,"Jin Hwan Park","Jul 26, 2014"
GSE59754,"Functional phenotypes alteration on dendritic cells between tolerance and immnunity","Expression profiling by array","Mus musculus",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59754/suppl",,,"Dae-seog Lim","Jul 26, 2014"
GSE59766,"Leishmania major Friedlin V1 lpg1- and lpg2- mutants differentially modulate the Interleukin-12 immune response in human dendritic cells.","Expression profiling by array","Homo sapiens",24,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59766/suppl",,,"Mary Ann McDowell","Jul 26, 2014"
GSE59788,"Comparison of Expression Profiles for Agrobacterium tumefaciens ExoR mutant to Wild Type","Expression profiling by array","Agrobacterium tumefaciens",4,,"GPR;TXT;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59788/suppl",24982308,,"Aaron Buechlein","Jul 26, 2014"
GSE59789,"Comparison of Expression Profiles for Agrobacterium tumefaciens exoRexoA double mutant to exoA mutant","Expression profiling by array","Agrobacterium tumefaciens",3,,"GPR;TXT;XLS","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59789/suppl",24982308,,"Aaron Buechlein","Jul 26, 2014"
GSE59790,"Agrobacterium tumefaciens ExoR controls acid response genes and impacts exopolysaccharide synthesis, horizontal gene transfer and virulence gene expression.","Expression profiling by array","Agrobacterium tumefaciens",7,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59790/suppl",24982308,,"Aaron Buechlein","Jul 26, 2014"
GSE44211,"Gene expression in Escherichia coli treated with human PGRP, gentamicin, and CCCP","Expression profiling by array","Escherichia coli",12,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44211/suppl",25032698,,"Roman Dziarski","Jul 25, 2014"
GSE44212,"Gene expression in Bacillus subtilis treated with human PGRP, gentamicin, and CCCP","Expression profiling by array","Bacillus subtilis",12,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44212/suppl",25032698,,"Roman Dziarski","Jul 25, 2014"
GSE47959,"NKT-10 cells represent a novel invariant NKT cell subset with regulatory characteristics","Expression profiling by array","Mus musculus",8,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47959/suppl",25061873,,"Gerhard Wingender","Jul 25, 2014"
GSE59495,"Microarray Analysis of Microcystin-LR","Expression profiling by array","Rattus norvegicus",90,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59495/suppl",,,"Nigel Walker","Jul 25, 2014"
GSE59723,"Transcriptional analyses of wheat responses to the necrotrophic effector SnTox3","Expression profiling by array","Triticum aestivum",23,,"CEL;XLSX","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59723/suppl",,,"Britta Winterberg","Jul 25, 2014"
GSE59731,"Comparison of pDCs isolated from recipients of STAT1+/+ vs. STAT1-/- bone marrow","Expression profiling by array","Mus musculus",2,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59731/suppl",25079358,,"Christian Capitini","Jul 25, 2014"
GSE59746,"Expression data from human Dupuytren's disease cells","Expression profiling by array","Homo sapiens",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59746/suppl",,,"MIGUEL ALAMINOS","Jul 25, 2014"
GSE59785,"Mycophenolate Treatment in Systemic Sclerosis","Expression profiling by array","Homo sapiens",82,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59785/suppl",23677167,,"Tammara Wood","Jul 25, 2014"
GSE59787,"Hinchcliff 165 microarray dataset","Expression profiling by array","Homo sapiens",165,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59787/suppl",,,"Tammara Wood","Jul 25, 2014"
GSE59795,"CRTC1-MAML2 fusion oncogene-induced transcriptional program is regulated by CREB-dependent and -independent mechanisms","Expression profiling by array","Homo sapiens",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59795/suppl",,,"Jian-Liang Li","Jul 25, 2014"
GSE42125,"Network Analysis of Breast Cancer Progression and Reversal with a Tree-Evolving Network Algorithm","Expression profiling by array","Homo sapiens",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42125/suppl",,,"Ankur Parikh","Jul 24, 2014"
GSE49373,"Expression data from the lungs of Scnn1b-Transgenic and wild-type mice","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49373/suppl",24828142,,"Raman Agrawal","Jul 24, 2014"
GSE49609,"In-culture titration experiment for sRSE","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49609/suppl",25043050,,"Hani Goodarzi","Jul 24, 2014"
GSE49611,"Regulatory consequences of TARBP2 knock-down in MDA-LM2 cell-line","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49611/suppl",25043050,,"Hani Goodarzi","Jul 24, 2014"
GSE49612,"Regulatory consequences of TARBP2 knock-down in MDA-LM2 cell-line [stability experiment]","Expression profiling by array","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49612/suppl",25043050,,"Hani Goodarzi","Jul 24, 2014"
GSE49613,"Regulatory consequences of ZNF395 knock-down in MDA-LM2-shTARBP2 cell-line","Expression profiling by array","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49613/suppl",25043050,,"Hani Goodarzi","Jul 24, 2014"
GSE55881,"Expression Profiles of Primary Mouse Hepatocytes treated with Cyclosporin A and solvent control [RNA]","Expression profiling by array","Mus musculus",24,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55881/suppl",25047351,,"Wim Van den Hof","Jul 24, 2014"
GSE55883,"Expression Profiles of Primary Mouse Hepatocytes treated with Cyclosporin A and solvent control","Non-coding RNA profiling by array;Expression profiling by array","Mus musculus",46,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55883/suppl",25047351,,"Wim Van den Hof","Jul 24, 2014"
GSE56945,"Regulatory consequences of TARBP2 knock-down in293T cell-line","Expression profiling by array","Homo sapiens",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56945/suppl",25043050,,"Hani Goodarzi","Jul 24, 2014"
GSE56947,"Regulatory consequences of TARBP2 knock-down in CN-LM1a cell-line","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56947/suppl",25043050,,"Hani Goodarzi","Jul 24, 2014"
GSE56948,"Regulatory consequences of TARBP2 over-expression in MDA-231 cell-line","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56948/suppl",25043050,,"Hani Goodarzi","Jul 24, 2014"
GSE56949,"Regulatory consequences of TARBP2 knock-down in Dicer-null MEFs","Expression profiling by array","Mus musculus",5,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56949/suppl",25043050,,"Hani Goodarzi","Jul 24, 2014"
GSE56950,"Regulatory consequences of TARBP2 knock-down in MDA-LM2-shDicer cell-line","Expression profiling by array","Homo sapiens",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56950/suppl",25043050,,"Hani Goodarzi","Jul 24, 2014"
GSE57305,"Altered mRNA expression profile of GW4064 treated mouse livers compared to vehicle control","Expression profiling by array","Mus musculus",6,,"CEL;CHP;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57305/suppl",25198545,,"Le Zhan","Jul 24, 2014"
