Accession,Title,Series Type,Taxonomy,Sample Count,Datasets,Supplementary Types,Supplementary Links,PubMed ID,SRA Accession,Contact,Release Date
GSE49216,"Gene regulation by Pax6 in the lens placode - E10.25","Expression profiling by array","Mus musculus",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49216/suppl",21540023;24038357,,"David Cy Beebe","Sep 23, 2013"
GSE49218,"Gene regulation by CBP-p300 in the lens placode - E10.5","Expression profiling by array","Mus musculus",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49218/suppl",24038357,,"David Cy Beebe","Sep 23, 2013"
GSE49219,"Histone posttranslational modifications and cell fate determination: Lens induction requires the lysine acetyltransferases CBP and p300","Expression profiling by array","Mus musculus",12,,,,24038357;21540023,,"David Cy Beebe","Sep 23, 2013"
GSE50501,"Ablation of coactivator Med1 switches the cell fate of dental epithelia to that generating hair [CL stage]","Expression profiling by array","Mus musculus",2,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50501/suppl",,,"Yuko Oda","Sep 23, 2013"
GSE50502,"Ablation of coactivator Med1 switches the cell fate of dental epithelia to that generating hair [maturation stage]","Expression profiling by array","Mus musculus",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50502/suppl",,,"Yuko Oda","Sep 23, 2013"
GSE50503,"Ablation of coactivator Med1 switches the cell fate of dental epithelia to that generating hair [mixed stage]","Expression profiling by array","Mus musculus",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50503/suppl",,,"Yuko Oda","Sep 23, 2013"
GSE50504,"Ablation of coactivator Med1 switches the cell fate of dental epithelia to that generating hair","Expression profiling by array","Mus musculus",16,,,,,,"Yuko Oda","Sep 23, 2013"
GSE50697,"Gene expression of SUM159 breast cancer cell line expressing microRNA--203","Expression profiling by array","Homo sapiens",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50697/suppl",24045437,,"Joe Taube","Sep 23, 2013"
GSE47553,"Effect of progerin on p53-deficient vascular smooth muscle cells","Expression profiling by array","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47553/suppl",,,"Daisuke Kinoshita","Sep 22, 2013"
GSE51075,"Transcriptional responses of murine macrophages to the adenylate cyclase toxin of Bordetella pertussis","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51075/suppl",17890046,,"Nigel Binns","Sep 22, 2013"
GSE28238,"Low grade gliomas","Expression profiling by array","Homo sapiens",40,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28238/suppl",23947815,,"annalisa barla","Sep 21, 2013"
GSE32389,"Nasopharyngeal carcinoma patient samples: radio-sensitive samples vs. radio-resistant samples","Expression profiling by array","Homo sapiens",20,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32389/suppl",,,"shu yang","Sep 21, 2013"
GSE41496,"Toll-like receptor 7 is a primary sensor of malaria infection","Expression profiling by array","Mus musculus",40,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41496/suppl",24042114,,"Charlie Kim","Sep 21, 2013"
GSE51030,"Gene expression analysis of human adipose-derived stem cells.","Expression profiling by array","Homo sapiens",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51030/suppl",,,"Olga Igoucheva","Sep 21, 2013"
GSE51044,"Gamma-secretase inhibitor plus fludarabine in CLL","Expression profiling by array","Homo sapiens",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51044/suppl",24781018,,"DOLORS COLOMER","Sep 21, 2013"
GSE51055,"Divergent Compensatory Responses to High Fat Diet Between C57BL6/J and C57BLKs/J Inbred Mouse Strains","Expression profiling by array","Mus musculus",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51055/suppl",24169046,,"Emily K Sims","Sep 21, 2013"
GSE51073,"Expression data from non-pigmented and pigmented mouse melanocytes","Expression profiling by array","Mus musculus",4,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51073/suppl",,,"Irit Adini","Sep 21, 2013"
GSE37270,"BET bromodomain inhibition suppresses TH17-mediated pathology","Expression profiling by array","Mus musculus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37270/suppl",24101376,,"Barbara M Bryant","Sep 20, 2013"
GSE37475,"CSF-1R inhibition alters macrophage polarization and blocks gliomagenesis","Expression profiling by array","Mus musculus",16,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37475/suppl",24056773,,"Robert L Bowman","Sep 20, 2013"
GSE39846,"Profiling of lncRNAs and protein-coding RNAs in colorectal cancer and of MYC-regulated lncRNAs and protein-coding RNAs","Expression profiling by array;Non-coding RNA profiling by array","Homo sapiens",22,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39846/suppl",25663692,,"Taewan Kim","Sep 20, 2013"
GSE40240,"Expression data from peripheral blood  - blood draws at Pre and Post time points of Allergen inhalation challenge (ER and DR)","Expression profiling by array","Homo sapiens",28,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40240/suppl",23844124,,"Scott Tebbutt","Sep 20, 2013"
GSE41261,"Exploring the larval transcriptome of the common sole (Solea solea L.)","Expression profiling by array","Solea solea",31,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41261/suppl",23663263,,"Serena Ferraresso","Sep 20, 2013"
GSE50060,"Gene expression changes in group 2 sigma factor mutant, ΔsigCDE, in standard growth conditions and after high-light treatment","Expression profiling by array","Synechocystis sp. PCC 6803",13,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50060/suppl",24009334,,"Taina Tyystjarvi","Sep 20, 2013"
GSE51033,"Niche-based screening identifies small-molecule inhibitors of leukemia stem cells","Expression profiling by array","Mus musculus",7,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51033/suppl",24161946,,"Kimberly Hartwell","Sep 20, 2013"
GSE51038,"Expression data from Sf3b1 heterozygous Lineage-c-Kit+Sca-1+ (LSK) bone marrow cells","Expression profiling by array","Mus musculus",4,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51038/suppl",24735968,,"Goro Sashida","Sep 20, 2013"
GSE51049,"A mechanistic study on the metastasis inducing function of FUS-CHOP fusion protein in liposarcoma","Expression profiling by array","Homo sapiens",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51049/suppl",24285420,,"Nitin Patil","Sep 20, 2013"
GSE28163,"Genotypic and Phenotypic Versatility of Aspergillus flavus during Maize Exploitation","Expression profiling by array","Aspergillus flavus;Aspergillus oryzae;Zea mays",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28163/suppl",23894339,,"Paolo Uva","Sep 19, 2013"
GSE40999,"Th2 cytokine IL-4 is critical in initiating pulmonary vascular inflammation under hypoxic conditions and induces pulmonary vascular endothelial cell activation.","Expression profiling by array","Mus musculus",18,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40999/suppl",,,"chris cheadle","Sep 19, 2013"
GSE41014,"The GtaR quorum-sensing protein negatively regulates a capsular polysaccharide gene transfer agent (RcGTA) receptor on Rhodobacter capsulatus cells","Expression profiling by array","Rhodobacter capsulatus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41014/suppl",25164283,,"Ryan G Mercer","Sep 19, 2013"
GSE41073,"Synbiotic impact of tagatose on viability of Lactobacillus rhamnosus strain GG mediated by the phosphotransferase system (PTS)","Expression profiling by array","Lactobacillus rhamnosus GG",1,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41073/suppl",,,"Younghoon Kim","Sep 19, 2013"
GSE43456,"Cytokine-dependent dendritic cell differentiation in the splenic microenvironment","Expression profiling by array","Mus musculus",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43456/suppl",24136200,,"Joachim Schultze","Sep 19, 2013"
GSE44660,"Affymetrix expression array data for melanoma progression to the brain","Expression profiling by array","Homo sapiens",22,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44660/suppl",24014427,,"Dave Hoon","Sep 19, 2013"
GSE44662,"Genome-wide DNA methylation, gene expression, and copy number integrative analysis of melanoma brain metastasis","Expression profiling by array;Methylation profiling by array","Homo sapiens",62,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44662/suppl",24014427,,"Dave Hoon","Sep 19, 2013"
GSE45823,"Campylobacter jejuni transcriptomic response to benzylisothiocyanate","Expression profiling by array","Campylobacter jejuni;Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819",42,,"CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45823/suppl",24014524,,"Virginie Dufour","Sep 19, 2013"
GSE46250,"Microarray data of mouse MLL-AF10 leukemia cells with or without IKK inhibitor treatment","Expression profiling by array","Mus musculus",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46250/suppl",,,"HSU-PING KUO","Sep 19, 2013"
GSE46251,"Microarray data of human leukemia cells MV4;11 with or without IKK inhibitor treatment.","Expression profiling by array","Homo sapiens",6,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46251/suppl",,,"HSU-PING KUO","Sep 19, 2013"
GSE46252,"Microarray data of leukemia cells with or without IKK inhibitor treatment","Expression profiling by array","Homo sapiens;Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46252/suppl",24054986,,"HSU-PING KUO","Sep 19, 2013"
GSE47898,"The AP-1 Transcription Factor c-Jun Prevents Stress-Imposed Maladaptive Remodeling of the Heart","Expression profiling by array","Mus musculus",4,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47898/suppl",24039904,,"Julius Müller","Sep 19, 2013"
GSE50745,"Genotype-by-diet interaction effects on transcriptome profiles in Drosophila melanogaster","Expression profiling by array","Drosophila melanogaster",236,,"CALLS;PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50745/suppl",24671769,,"Laura Katie Reed","Sep 19, 2013"
GSE50975,"How does exposure of yellow perch (Perca flavescens) to nickel and cadmium affect the transcriptome-results from a 1000 candidate-gene microarray","Expression profiling by array","Perca flavescens",176,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50975/suppl",24084258,,"Berenice BOUGAS","Sep 19, 2013"
GSE50979,"Direct comparison of effects of slow-freezing and vitrification procedures on rabbit late blastocyst transcriptome","Expression profiling by array","Oryctolagus cuniculus",3,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50979/suppl",,,"M. Desemparats Saenz-de-Juano","Sep 19, 2013"
GSE50981,"Transcriptional changes in Zea mays seedlings treated with insect elicitor (volicitin).","Expression profiling by array","Zea mays",4,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50981/suppl",,,"Jurgen Engelberth","Sep 19, 2013"
GSE50985,"Transcriptomic analysis of a nickel-resistant Saccharomyces cerevisiae mutant obtained by evolutionary engineering","Expression profiling by array","Saccharomyces cerevisiae",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50985/suppl",23992612,,"CEREN ALKIM","Sep 19, 2013"
GSE51003,"A genome-wide analysis of open chromatin in human epididymis epithelial cells reveals novel candidate regulatory elements for male infertility","Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing","Homo sapiens",5,,"PAIR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51003/suppl",24006278,,"Ann Harris","Sep 19, 2013"
GSE34134,"Role of the ArcAB two-component system in oxidative stress","Expression profiling by array","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34134/suppl",24044554,,"Michael McClelland","Sep 18, 2013"
GSE41177,"Region-specific gene expression profiles in left atria of patients with valvular atrial fibrillation","Expression profiling by array","Homo sapiens",38,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41177/suppl",23183193,,"Yun-Shien Lee","Sep 18, 2013"
GSE46802,"Global analysis of DNA methylation changes during progression of oral tumorigenesis","Methylation profiling by array;Expression profiling by array","Homo sapiens",60,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46802/suppl",24035722,,"Rebecca M Towle","Sep 18, 2013"
GSE47051,"Genome-wide differential gene expression signatures in pediatric acute lymphoblastic leukemia subtypes","Expression profiling by array","Homo sapiens",108,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47051/suppl",24063430,,"Jessica Nordlund","Sep 18, 2013"
GSE49032,"Genome-wide signatures of differential DNA methylation and gene expression in pediatric ALL","Expression profiling by array;Methylation profiling by genome tiling array","Homo sapiens",1053,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49032/suppl",24063430,,"Jessica Nordlund","Sep 18, 2013"
GSE50950,"Expression data from adult Shh-responding astroglia cells in mice","Expression profiling by array","Mus musculus",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50950/suppl",,,"Yanqin Yang","Sep 18, 2013"
GSE50954,"Genes induced by IFN-beta, IFN-gamma or unphosphoraylted STAT1 in human fibroblasts","Expression profiling by array","Homo sapiens",10,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50954/suppl",24065129,,"HyeonJoo Cheon","Sep 18, 2013"
GSE50968,"TGF beta Dosage Experiment","Expression profiling by array","Mus musculus",15,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50968/suppl",,,"Dhruv K Pant","Sep 18, 2013"
GSE50969,"Timecourse of doxycycline induction in bitransgenic MTB/TAN, MTB/TOM, and MTB/TWNT1 mice or monotransgenic MTB control mice","Expression profiling by array","Mus musculus",48,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50969/suppl",,,"Dhruv K Pant","Sep 18, 2013"
GSE50970,"Quantitative Prediction of Signal Pathway Activity from Genome-wide Expression Data","Expression profiling by array","Mus musculus",63,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50970/suppl",,,"Dhruv K Pant","Sep 18, 2013"
GSE27678,"Gene expression analysis in a variety of normal, premalignant and squamous cell carcinomas of the cervix","Expression profiling by array","Homo sapiens",77,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27678/suppl",17516585;21952923;23765377,,"Ian Roberts","Sep 17, 2013"
GSE38520,"Gene expression of soybean roots inoculated with wild-type and type III secretion mutant strains of Bradyrhizobium elkanii","Expression profiling by array","Glycine max",18,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38520/suppl",24082124,,"Shin OKAZAKI","Sep 17, 2013"
GSE41364,"Expression data for HT29 cells treated with 5-aza-deoxy-cytidine [Affymetrix]","Expression profiling by array","Homo sapiens",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41364/suppl",23902433,,"Xiao Xu","Sep 17, 2013"
GSE41446,"Early molecular assessment of osseointegration in humans","Expression profiling by array","Homo sapiens",44,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41446/suppl",,,"Lyndon Cooper","Sep 17, 2013"
GSE41588,"Expression data for HT29 cells treated with 5-aza-deoxy-cytidine","Expression profiling by array;Expression profiling by high throughput sequencing","Homo sapiens",18,,"CEL;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41588/suppl",23902433,,"Xiao Xu","Sep 17, 2013"
GSE42187,"Gene expression profile in melanomas from Pdk1-inactivated BrafV600E::Pten-/- mice","Expression profiling by array","Mus musculus",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42187/suppl",24037523,,"Jian-Liang Li","Sep 17, 2013"
GSE42221,"Comparative intraindividual transcriptome analysis of B-precursor ALL of childhood","Expression profiling by array","Homo sapiens",11,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42221/suppl",24081948,,"Thomas Streichert","Sep 17, 2013"
GSE43873,"Focal Adhesion Kinase Dependent Expression","Expression profiling by array","Mus musculus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43873/suppl",24097268,,"Berend Snijder","Sep 17, 2013"
GSE44056,"Gene expression data from lateral ventricle choroid plexuses of developing and adult rats","Expression profiling by array","Rattus norvegicus",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44056/suppl",23915922;23843944,,"Ingrid Kratzer","Sep 17, 2013"
GSE46155,"Comparative analysis of the Trichoderma reesei transcriptome during growth on the cellulase inducing substrates wheat straw and lactose","Expression profiling by array","Trichoderma reesei;Trichoderma reesei QM9414",3,,"PAIR;TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46155/suppl",24016404,,"Christian P. Kubicek","Sep 17, 2013"
GSE47195,"SALT-RESPONSIVE ERF1 expression profiling in rice roots","Expression profiling by array","Oryza sativa",6,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47195/suppl",24046061,,"Jos Schippers","Sep 17, 2013"
GSE48964,"Expression data from Adipose Stem Cells (ASC) from morbidly obese and non-obese individuals","Expression profiling by array","Homo sapiens",6,GDS5056,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48964/suppl",24040759,,"Lina Badimon","Sep 17, 2013"
GSE49628,"Large-scale hypomethylated blocks associated with Epstein-Barr virus-induced B-cell immortalization [Expression Array]","Expression profiling by array","Homo sapiens",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49628/suppl",24068705;25599564,,"Kasper Daniel Hansen","Sep 17, 2013"
GSE49629,"Large-scale hypomethylated blocks associated with Epstein-Barr virus-induced B-cell immortalization","Methylation profiling by high throughput sequencing;Expression profiling by array","Homo sapiens",24,,"CEL;CSV","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49629/suppl",24068705;25599564,,"Kasper Daniel Hansen","Sep 17, 2013"
GSE49826,"Gene expression profiling on innervated and denervated muscles of Smad4 KO and control mice.","Expression profiling by array","Mus musculus",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49826/suppl",24076600,,"Marco Sandri","Sep 17, 2013"
GSE50103,"Unlimited in vitro expansion of adult bi-potent pancreas progenitors through the Lgr5/Rspondin axis","Expression profiling by array","Mus musculus",10,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50103/suppl",24045232,,"Meritxell Huch","Sep 17, 2013"
GSE50825,"Gene expression analysis of yehUT two component regulatory system","Expression profiling by array","Salmonella enterica subsp. enterica serovar Typhi;Salmonella enterica subsp. enterica serovar Typhimurium;Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344",24,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50825/suppl",24386394,,"Vanessa Kuan Wong","Sep 17, 2013"
GSE50880,"Expression data from preadipocytes isolated from laying hen","Expression profiling by array","Gallus gallus",9,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50880/suppl",,,"Alemu Regassa Hunde","Sep 17, 2013"
GSE50884,"Expression data from heart tissue","Expression profiling by array","Mus musculus",5,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50884/suppl",24278182,,"Xiufen Zheng","Sep 17, 2013"
GSE50886,"microRNA and gene expression profile in ischemia reperfusion injury in heart transplantation","Expression profiling by array;Non-coding RNA profiling by array","Mus musculus;synthetic construct",10,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50886/suppl",24278182,,"Xiufen Zheng","Sep 17, 2013"
GSE50892,"Expression data from kidney biopsies of liver disease patients","Expression profiling by array","Homo sapiens",17,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50892/suppl",,,"Pilib Ó Broin","Sep 17, 2013"
GSE50898,"PDL2+, PDL2- and LPS treated PDL2- WT bone-marrow derived murine DCs","Expression profiling by array","Mus musculus",3,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50898/suppl",,,"Ruoyi Jiang","Sep 17, 2013"
GSE50910,"Gene expression of thymic settling progenitors from embryos at E13 compared to E18","Expression profiling by array","Mus musculus",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50910/suppl",24317038,,"Ana Cumano","Sep 17, 2013"
GSE50913,"Expression data from EGR1-transfected H1299 cells vs normal H1299 cells","Expression profiling by array","Homo sapiens",2,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50913/suppl",,,"Huihua Zhang","Sep 17, 2013"
GSE24271,"Gene expression profiling of A549 cells that undergo cell death","Expression profiling by array","Homo sapiens",2,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24271/suppl",,,"Ho Sung Kang","Sep 16, 2013"
GSE36056,"Transcriptional profiling of intestinal samples from Atg4b knock-out mice during chemical-induced colitis","Expression profiling by array","Mus musculus",7,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36056/suppl",23782979,,"Alvaro F Fernandez","Sep 16, 2013"
GSE42124,"Steady-state samples of Methanococcus maripaludis MM901 grown on N14 or N15","Expression profiling by array","Methanococcus maripaludis S2",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42124/suppl",,,"Sung Ho Yoon","Sep 16, 2013"
GSE45142,"Gene expression profile of A549 cells from tissue of 4D model predicts poor prognosis in lung cancer patients","Expression profiling by array","Homo sapiens",18,,"GPR","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45142/suppl",23934967,,"Chad Creighton","Sep 16, 2013"
GSE45880,"Cytokine-induced changes in the gene expression profile of human cerebral microvascular endothelial cell-line, hCMEC/D3","Expression profiling by array","Homo sapiens",6,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45880/suppl",24050303,,"Miguel Alejandro Lopez-Ramirez","Sep 16, 2013"
GSE45885,"Potential biomarkers of non-obstructive azoospermia identified in microarray gene expression analysis","Expression profiling by array","Homo sapiens",31,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45885/suppl",24012201,,"Tomasz Stokowy","Sep 16, 2013"
GSE48587,"Expression data from Pseudomonas aeruginosa PAO1 and an isogenic HCN negative mutant (PAO6344), grown under cyanogenic conditions.","Expression profiling by array","Pseudomonas aeruginosa;Pseudomonas aeruginosa PAO1",4,,"CEL;CHP","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48587/suppl",24596260,,"Emanuela Frangipani","Sep 16, 2013"
GSE48597,"In search of epigenetic marks in testes and sperm cells of differentially fed boars [Agilent]","Expression profiling by array","Sus scrofa",8,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48597/suppl",24223838,,"Martin H Braunschweig","Sep 16, 2013"
GSE48778,"In search of epigenetic marks in testes and sperm cells of differentially fed boars","Expression profiling by array;Expression profiling by high throughput sequencing","Sus scrofa",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48778/suppl",24223838,,"Martin H Braunschweig","Sep 16, 2013"
GSE32515,"Caspase-1 deficiency reduces intestinal and hepatic triglyceride-rich lipoprotein secretion","Expression profiling by array","Mus musculus",24,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32515/suppl",23160218,,"Guido Hooiveld","Sep 15, 2013"
GSE39145,"Multiple DNA repair pathways collectively protect against DNA damage-induced replicative aging.","Expression profiling by array","Caenorhabditis elegans",8,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39145/suppl",24013725,,"Jessica Margareta Lindvall","Sep 15, 2013"
GSE43399,"MYBL2 Is a Sub-haploinsufficient Tumor Suppressor Gene in Myeloid Malignancy (RNA)","Expression profiling by array","Homo sapiens",30,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43399/suppl",23878725,,"Stefan Heinrichs","Sep 15, 2013"
GSE43400,"MYBL2 Is a Sub-haploinsufficient Tumor Suppressor Gene in Myeloid Malignancy (RNAi)","Expression profiling by array","Homo sapiens",13,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43400/suppl",23878725,,"Stefan Heinrichs","Sep 15, 2013"
GSE43401,"MYBL2 Is a Sub-haploinsufficient Tumor Suppressor Gene in Myeloid Malignancy","Expression profiling by array","Homo sapiens",43,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43401/suppl",23878725,,"Stefan Heinrichs","Sep 15, 2013"
GSE46006,"The Tight Junction Protein Claudin-2 Controls Mucosal Permeability, Immune Tolerance and Colitis in Mice","Expression profiling by array","Mus musculus",12,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46006/suppl",,,"amar b singh","Sep 15, 2013"
GSE46227,"Developmental equivalence of epiblast stem cells (EpiSCs)","Expression profiling by array","Mus musculus",112,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46227/suppl",24139757,,"Yoji Kojima","Sep 15, 2013"
GSE47410,"Quantitative transcriptional changes associated with chlorosis severity in mosaic leaves of tobacco plants infected with the Cucumber mosaic virus","Expression profiling by array","Nicotiana tabacum",12,,"TXT","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47410/suppl",24745045,,"Tomofumi MOCHIZUKI","Sep 15, 2013"
GSE47937,"Gene expression changes due to influenza virus induced miRNAs","Expression profiling by array","Homo sapiens",12,,,,,,"William Buggele","Sep 15, 2013"
GSE48371,"Transcriptional profiling of breast cancer stem cell xenografts and their metastatic derivatives","Expression profiling by array","Homo sapiens",14,,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48371/suppl",,,"alfredo pagliuca","Sep 15, 2013"
