Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL5500,"Set 14 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5501,"Set 15 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5502,"Set 16 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5503,"Set 17 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5504,"Set 18 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5505,"Set 19 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5506,"Set 20 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5508,"Set 21 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5509,"Set 22 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5510,"Set 23 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5511,"Set 24 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5512,"Set 25 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5513,"Set 26 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5514,"Set 27 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5515,"Set 28 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5516,"Set 29 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5517,"Set 30 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5520,"Set 31 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5522,"Set 32 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5523,"Set 33 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5524,"Set 34 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5525,"Set 35 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5526,"Set 36 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5527,"Set 37 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384957,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5528,"Set 38 of 38 - Whole genome ChIP/chip tiling of human ES cells for H3K4me3 and H3K27me3","in situ oligonucleotide","Homo sapiens",384892,2,1,"Victor Ruotti","Sep 14, 2007"
GPL5702,"ScoKao_01-11-09","spotted DNA/cDNA","Streptomyces coelicolor",8832,0,0,"Stanford Microarray Database (SMD)","Sep 14, 2007"
GPL5800,"Arabidopsis mRNA MPSS signatures","MPSS","Arabidopsis thaliana",297313,11,1,"Junfeng Chen","Sep 14, 2007"
GPL5845,"SHGC","spotted DNA/cDNA","Homo sapiens",41472,11,1,"Stanford Microarray Database (SMD)","Sep 14, 2007"
GPL5846,"SHGE","spotted DNA/cDNA","Homo sapiens",43008,4,1,"Stanford Microarray Database (SMD)","Sep 14, 2007"
GPL5850,"SHEX","spotted DNA/cDNA","Homo sapiens",43200,0,0,"Stanford Microarray Database (SMD)","Sep 14, 2007"
GPL5851,"SHEY","spotted DNA/cDNA","Homo sapiens",43200,0,0,"Stanford Microarray Database (SMD)","Sep 14, 2007"
GPL5852,"SHEZ","spotted DNA/cDNA","Homo sapiens",43200,0,0,"Stanford Microarray Database (SMD)","Sep 14, 2007"
GPL5859,"WASHU_C.elegans_22.5K_V1","spotted oligonucleotide","Caenorhabditis elegans",22492,147,8,"Elaine Mardis","Sep 14, 2007"
GPL5864,"MMX","spotted DNA/cDNA","Mus musculus",42624,61,4,"Stanford Microarray Database (SMD)","Sep 14, 2007"
GPL4646,"PIQOR Immunology Microarray Mouse Antisense","spotted DNA/cDNA","Mus musculus",6144,6,1,"Bernhard Gerstmayer","Sep 13, 2007"
GPL5093,"Salmonella-specific oligonucleotide microarray","spotted oligonucleotide","Salmonella",66,0,0,"Tomas Majtan","Sep 13, 2007"
GPL5827,"Galbraith Laboratory Operon Long Oligonucleotide Microarray version 3.0 (ATq306.03.Z)","spotted oligonucleotide","Arabidopsis thaliana",32448,12,1,"David William Galbraith","Sep 13, 2007"
GPL4517,"UCT Brombacher lab Mus MEEBO 40K version1","spotted oligonucleotide","Mus musculus",39200,8,1,"Anita R Schwegmann","Sep 12, 2007"
GPL5711,"Sentrix BeadChip Array HumanHap300 Genotyping BeadChip 317K, TagSNP Phase I, v1.1","spotted oligonucleotide","Homo sapiens",317503,126,4,"Mitchell Stark","Sep 12, 2007"
GPL5724,"Compugen Danio rerio 16k spotted oligo array","spotted oligonucleotide","Danio rerio",16512,0,0,"Ferenc Muller","Sep 12, 2007"
GPL5798,"Illumina_mouse_Sentrix-6 BeadChip_v1","oligonucleotide beads","Mus musculus",45997,0,0,"Ellen Sterrenburg","Sep 12, 2007"
GPL5799,"Illumina Human-6 v2 expression beadchip","oligonucleotide beads","Homo sapiens",46720,12,1,"Ellen Sterrenburg","Sep 12, 2007"
GPL5802,"Human 40K A","spotted oligonucleotide","Homo sapiens",20160,10,1,"rossella solmi","Sep 12, 2007"
GPL5803,"TJU-DBI Rat array v2.0","spotted DNA/cDNA","Rattus norvegicus",18240,8,1,"Egle Juskeviciute","Sep 11, 2007"
GPL5822,"Streptococcus pyogenes M1, M3, M18 GAS 2.3k array (condensed version)","spotted oligonucleotide","Streptococcus pyogenes",2329,16,1,"Samantha Ann Roberts","Sep 11, 2007"
GPL5823,"UHN_yeast_6.4kv4","spotted DNA/cDNA","Saccharomyces cerevisiae",6206,33,1,"Ofer Sarig","Sep 11, 2007"
GPL5791,"IFR OGT Salmonella SL1344 22k v1.0","in situ oligonucleotide","Salmonella enterica subsp. enterica serovar Typhimurium",22575,23,5,"Sacha Lucchini","Sep 10, 2007"
GPL5807,"Penn Homo sapiens 0.3K","spotted oligonucleotide","Homo sapiens",285,2,1,"zhe zhang","Sep 08, 2007"
GPL5471,"MIT-Chisholm Lab Prochlorococcus and cyanophage microarray - MD4-9313 (MD4-9313a520062)","in situ oligonucleotide","Prochlorococcus marinus str. MIT 9313;Prochlorococcus marinus subsp. pastoris str. CCMP1986;Prochlorococcus phage P-SSM4;Prochlorococcus phage P-SSP7",9947,45,1,"Debbie Lindell","Sep 07, 2007"
GPL5790,"Nimblegen Custom HOX array","in situ oligonucleotide","Homo sapiens",301026,32,5,"John Louis Rinn","Sep 07, 2007"
GPL5810,"NCSU_Glycine max_5.7K","spotted DNA/cDNA","Glycine max",5760,12,1,"Andre Southernman Teixeira Irsigler","Sep 07, 2007"
GPL4271,"H19Kv4ab","spotted DNA/cDNA","Homo sapiens",38400,6,1,"Pinaki Panigrahi","Sep 06, 2007"
GPL5811,"[Mm_PromPR] Affymetrix Mouse Promoter 1.0R Array","in situ oligonucleotide","Mus musculus",0,377,54,"Affymetrix, Inc.","Sep 06, 2007"
GPL5812,"SuperArray Oligo GEArray Mouse Inflammatory Cytokines and Receptors Microarray","spotted oligonucleotide","Mus musculus",128,14,4,"SuperArray Bioscience Corporation","Sep 06, 2007"
GPL4272,"BioStarH-141s","spotted DNA/cDNA","Homo sapiens",14112,52,2,"xuping fu","Sep 05, 2007"
GPL5775,"CGEP TOM1 Tomato 13.4k cDNA microarray","spotted DNA/cDNA","Solanum lycopersicum",13440,9,2,"Suping Zhou","Sep 05, 2007"
GPL5792,"Galbraith Lab Arabidopsis 29K v3.0","spotted oligonucleotide","Arabidopsis thaliana",31200,6,2,"Andy Pereira","Sep 05, 2007"
GPL4270,"UNAM HUMAN 10K v1.0","spotted oligonucleotide","Homo sapiens",19968,3,1,"Ulisses Gazos Lopes","Sep 01, 2007"
GPL4862,"SWEGENE human strand-specific cDNA array (cSense)","spotted DNA/cDNA","Homo sapiens",14592,9,1,"Johan Staaf","Sep 01, 2007"
GPL5339,"Mm_FCRF_UniGEM2","spotted DNA/cDNA","Mus musculus",9984,73,3,"Jeffrey E Green","Sep 01, 2007"
GPL5389,"AtMap1.0","in situ oligonucleotide","Arabidopsis thaliana",45014,8,1,"Ikuko Hara-Nishimura","Sep 01, 2007"
GPL5660,"Tiling design for chromosome X, 3R and 4 for D. melanogaster","in situ oligonucleotide","Drosophila melanogaster",392778,2,1,"Peter J Park","Sep 01, 2007"
GPL5069,"TIGR PFGRC Salmonella condensed 1","spotted oligonucleotide","Salmonella enterica subsp. enterica serovar Typhi str. CT18;Salmonella enterica subsp. enterica serovar Typhi str. Ty2;Salmonella enterica subsp. enterica serovar Typhimurium str. LT2",5445,24,1,"Palmy R Jesudhasan","Aug 31, 2007"
GPL5096,"TIGR PFGRC Salmonella condensed 2","spotted DNA/cDNA","Salmonella enterica subsp. enterica serovar Typhi str. CT18;Salmonella enterica subsp. enterica serovar Typhimurium str. LT2",6615,20,1,"Palmy R Jesudhasan","Aug 31, 2007"
GPL5473,"Streptomyces griseus IFO13350 13K KG","spotted oligonucleotide","Streptomyces griseus",13440,36,7,"Yasuo Ohnishi","Aug 31, 2007"
GPL5625,"platform_2003-11-10_Human_60mer_1in4","in situ oligonucleotide","Homo sapiens",37870,6,1,"Randy Jeffrey","Aug 31, 2007"
GPL5632,"platform_2005-04-20_Human_60mer_1in2","in situ oligonucleotide","Homo sapiens",37364,6,1,"Randy Jeffrey","Aug 31, 2007"
GPL5694,"platform_2004-11-09_Human_60mer_1in2","in situ oligonucleotide","Homo sapiens",36846,14,1,"Randy Jeffrey","Aug 31, 2007"
GPL5768,"Geobacter sulfurreducens PCA cDNA array (IAS_GGS3)","spotted DNA/cDNA","Geobacter sulfurreducens PCA",3543,33,2,"Chun-Hua Wan","Aug 31, 2007"
GPL4802,"KRIBB Hansenula 17K v1.0","spotted DNA/cDNA","Ogataea angusta",17280,7,1,"Min Jeong Sohn","Aug 30, 2007"
GPL4818,"KRIBB Hansenula 11K v1.1","spotted DNA/cDNA","Ogataea angusta",11520,2,1,"Min Jeong Sohn","Aug 30, 2007"
GPL5452,"DKFZ Homo sapiens 8k BAC-array","spotted DNA/cDNA","Homo sapiens",7984,67,1,"Christof Simon Schlaeger","Aug 30, 2007"
GPL5780,"IFR_Salmonella_7.3k_v1.0","spotted DNA/cDNA","Salmonella enterica",7296,101,10,"Sacha Lucchini","Aug 30, 2007"
GPL5785,"Murine 22K cDNA array version 30.1","spotted DNA/cDNA","Mus musculus",17624,3,2,"J. Andrew Pospisilik","Aug 29, 2007"
GPL5786,"Murine 22K cDNA array version 33.1","spotted DNA/cDNA","Mus musculus",17423,3,2,"J. Andrew Pospisilik","Aug 29, 2007"
GPL5787,"Murine 22K cDNA array version 37.1","spotted DNA/cDNA","Mus musculus",22272,4,2,"J. Andrew Pospisilik","Aug 29, 2007"
GPL5788,"Murine 22K cDNA array version 38.1","spotted DNA/cDNA","Mus musculus",21570,4,2,"J. Andrew Pospisilik","Aug 29, 2007"
GPL5373,"Agilent Homo sapiens 44k custom array","spotted oligonucleotide","Homo sapiens",39981,12,1,"kwok-kin wong","Aug 28, 2007"
GPL4787,"SHEW","spotted DNA/cDNA","Homo sapiens",43200,1,1,"Xin Chen","Aug 27, 2007"
GPL4788,"SHEZ","spotted DNA/cDNA","Homo sapiens",43200,15,1,"Xin Chen","Aug 27, 2007"
GPL4789,"SHFC","spotted DNA/cDNA","Homo sapiens",41472,2,1,"Xin Chen","Aug 27, 2007"
GPL5689,"Agilent Human 1 cDNA Microarray (G4100A) [layout C]","spotted DNA/cDNA","Homo sapiens",16281,166,2,"Pietro Mariani","Aug 25, 2007"
GPL5770,"Operon Human V3.0.2 printed oligonucleotide array","spotted oligonucleotide","Homo sapiens",34592,122,6,"Bryan R. Cullen","Aug 25, 2007"
GPL4203,"ARCS_human_1040_tc2","spotted oligonucleotide","Homo sapiens",1040,10,1,"Martin Lauss","Aug 24, 2007"
GPL5759,"Affymetrix GeneChip Mouse Genome 430 2.0 Array [CDF: Mm430_Mm_REFSEQ_8]","in situ oligonucleotide","Mus musculus",26180,49,5,"Huan Xu","Aug 24, 2007"
GPL5760,"Affymetrix GeneChip Human Genome U133 Plus 2.0 Array [CDF: Hs133P_Hs_REFSEQ_8]","in situ oligonucleotide","Homo sapiens",26121,114,3,"Huan Xu","Aug 24, 2007"
GPL5762,"Meyerowitz Lab Arabidopsis Operon Array Version 2","spotted oligonucleotide","Arabidopsis thaliana",26540,81,4,"Jose Luis Riechmann","Aug 24, 2007"
GPL5763,"Pinus taeda cDNA (Mårten Lind)","spotted DNA/cDNA","Pinus taeda",5376,46,3,"Chris Smith","Aug 24, 2007"
GPL5766,"Affymetrix GeneChip Mouse Genome 430 2.0 Array [CDF: Mm_ENTREZG_9]","in situ oligonucleotide","Mus musculus",16361,24,1,"Guido Hooiveld","Aug 24, 2007"
GPL5329,"E. coli O157 Sakai oligonucleotide DNA microarray","spotted oligonucleotide","Escherichia coli",9229,72,2,"Yoshitoshi Ogura","Aug 23, 2007"
GPL5532,"GenAu MB BCELL v1.0","in situ oligonucleotide","Mus musculus",44601,6,1,"Meinrad Busslinger","Aug 23, 2007"
GPL5758,"Baylor/AZ_Mouse_Cytokine_Array","spotted DNA/cDNA","Mus musculus",532,18,1,"stephanie ann roberts","Aug 23, 2007"
GPL4190,"ARCS_human_1040_BCv3","spotted oligonucleotide","Homo sapiens",1040,16,1,"Martin Lauss","Aug 21, 2007"
GPL4192,"ARCS_human_1040_BCv5","spotted oligonucleotide","Homo sapiens",1040,15,1,"Martin Lauss","Aug 21, 2007"
GPL5753,"Bacterial Microarray Group, St George’s Hospital Medical Tv_0_0 array","spotted DNA/cDNA","Mycobacterium tuberculosis",4624,14,1,"SMD Staff","Aug 21, 2007"
GPL5756,"GUTHRIE_YEAST_SPLICINGARRAY_v20060215a","spotted oligonucleotide","Saccharomyces cerevisiae",6144,36,1,"Gregg Brooks Whitworth","Aug 21, 2007"
GPL5749,"Spectral Genomics 2600 Human BAC array v. 1","spotted DNA/cDNA","Homo sapiens",2621,10,1,"Ralf Krahe","Aug 18, 2007"
GPL5750,"Spectral Genomics 2600 Human BAC array v. 2","spotted DNA/cDNA","Homo sapiens",2621,10,1,"Ralf Krahe","Aug 18, 2007"
GPL5058,"SHCU","spotted DNA/cDNA","Homo sapiens",43008,43,1,"Annika Saaf","Aug 17, 2007"
GPL5067,"SHEU","spotted DNA/cDNA","Homo sapiens",41472,4,1,"Annika Saaf","Aug 17, 2007"
GPL5723,"[CAN04a530004N] Candida albicans affymetrix array","spotted oligonucleotide","Candida albicans",10781,43,3,"Kathy S Barker","Aug 17, 2007"
GPL5712,"Galbraith Laboratory Operon Long Oligonucleotide Microarray version 3.0 (ATq306.02.Z)","spotted oligonucleotide","Arabidopsis thaliana",32448,0,0,"David William Galbraith","Aug 16, 2007"
GPL5737,"Human 30K 60-mer oligo array","spotted oligonucleotide","Homo sapiens",27801,220,1,"Andrew E Teschendorff","Aug 16, 2007"
GPL5747,"VC-oligos","spotted DNA/cDNA","Vibrio cholerae",4224,42,2,"Stanford Microarray Database (SMD)","Aug 16, 2007"
GPL4748,"rat angiogenesis oligo array","spotted oligonucleotide","Rattus norvegicus",151,8,3,"David Basile","Aug 15, 2007"
GPL5001,"Anopheles gambiae GAMBER_AG Array","in situ oligonucleotide","Anopheles gambiae",15295,24,1,"George Dimopoulos","Aug 15, 2007"
GPL5390,"Ancylostoma caninum microarray - public and SSH ESTs","spotted oligonucleotide","Ancylostoma caninum",10743,8,1,"Alex C Loukas","Aug 15, 2007"
GPL5531,"Exiqon-Rat/Mouse/Human-540-v8.0","spotted oligonucleotide","Homo sapiens;Mus musculus;Rattus norvegicus",2240,44,6,"Ivy Moffat","Aug 15, 2007"
GPL5732,"Operon Human 21k Oligo Arrays","spotted oligonucleotide","Homo sapiens",23232,12,3,"Xinyu Wang","Aug 15, 2007"
GPL5733,"YUSM (K. White) D. melanogaster cDNA array (II)","spotted DNA/cDNA","Drosophila melanogaster",14064,17,1,"Dan Zhou","Aug 15, 2007"
GPL5735,"HGMP NIA 15K set, format 2","spotted DNA/cDNA","Mus musculus",34560,18,1,"Fiona Catherine Mansergh","Aug 15, 2007"
GPL5742,"SHFQ","spotted DNA/cDNA","Homo sapiens",41472,8,1,"Stanford Microarray Database (SMD)","Aug 15, 2007"
GPL5743,"MMAG","spotted DNA/cDNA","Mus musculus",43008,11,1,"Stanford Microarray Database (SMD)","Aug 15, 2007"
GPL5744,"MMAJ","spotted DNA/cDNA","Mus musculus",40704,12,1,"Stanford Microarray Database (SMD)","Aug 15, 2007"
GPL4086,"IMI S.epidermidis RP62A v1.0","spotted DNA/cDNA","Staphylococcus epidermidis RP62A",2145,0,0,"Hans Kränzler","Aug 14, 2007"
GPL4087,"IMI S.epidermidis RP62A v1.2","spotted DNA/cDNA","Staphylococcus epidermidis RP62A",2736,0,0,"Hans Kränzler","Aug 14, 2007"
GPL4088,"IMI S.epidermidis RP62A v1.3","spotted DNA/cDNA","Staphylococcus epidermidis RP62A",2728,0,0,"Hans Kränzler","Aug 14, 2007"
GPL5693,"Agilent-015366 Custom Human 244K CGH Microarray","in situ oligonucleotide","Homo sapiens",243504,57,1,"Alicia Scheffer","Aug 14, 2007"
GPL5725,"IAH/VLA Virus Detection Array VA1","spotted oligonucleotide","Viruses",5824,12,1,"Michael Bryan Watson","Aug 14, 2007"
GPL3314,"SHDM","spotted DNA/cDNA","Homo sapiens",43104,24,2,"Therese Sorlie","Aug 13, 2007"
GPL3315,"SHDP","spotted DNA/cDNA","Homo sapiens",43104,19,1,"Therese Sorlie","Aug 13, 2007"
GPL3316,"SHDQ","spotted DNA/cDNA","Homo sapiens",43104,15,1,"Therese Sorlie","Aug 13, 2007"
GPL3317,"SHDS2","spotted DNA/cDNA","Homo sapiens",43104,30,1,"Therese Sorlie","Aug 13, 2007"
GPL3318,"SHDX","spotted DNA/cDNA","Homo sapiens",43104,28,1,"Therese Sorlie","Aug 13, 2007"
GPL3319,"SHEY","spotted DNA/cDNA","Homo sapiens",43200,20,1,"Therese Sorlie","Aug 13, 2007"
GPL5639,"3D-Gene Human Oligo chip 25k","spotted oligonucleotide","Homo sapiens",24267,78,21,"Satoko Takizawa","Aug 11, 2007"
GPL5640,"3D-Gene Human Immunity & Metabolic Symdrome 9k","spotted oligonucleotide","Homo sapiens",8953,0,0,"Satoko Takizawa","Aug 11, 2007"
GPL5641,"3D-Gene Human miRNA Oligo chip","spotted oligonucleotide","Homo sapiens",471,0,0,"Satoko Takizawa","Aug 11, 2007"
GPL5642,"3D-Gene Mouse Oligo chip 24k","spotted oligonucleotide","Mus musculus",23473,119,36,"Satoko Takizawa","Aug 11, 2007"
GPL5670,"Human Digestive Cancer 9k","spotted oligonucleotide","Homo sapiens",8495,0,0,"Satoko Takizawa","Aug 11, 2007"
GPL5714,"Mycobacterium tuberculosis 4.6k array_TB-Oligos","spotted oligonucleotide","Mycobacterium tuberculosis",4608,66,2,"SMD Staff","Aug 11, 2007"
GPL5718,"Sigma PanoramaTM Mouse Apoptosis Gene Arrays","spotted DNA/cDNA","Mus musculus",768,7,1,"Fiona Catherine Mansergh","Aug 11, 2007"
GPL5529,"UIUC/WMKCCFG Honeybee Sensory/CYP450 0.7K v1.0","spotted oligonucleotide","Apis mellifera",648,9,2,"Hugh Robertson","Aug 10, 2007"
GPL5713,"DKFZ Homo sapiens 8k BAC array","spotted DNA/cDNA","Homo sapiens",7985,139,2,"Stefan M Pfister","Aug 10, 2007"
GPL5726,"USDA-ARS PSMRU Arcobacter butzleri V1","spotted DNA/cDNA","Arcobacter butzleri",4488,24,1,"Craig T Parker","Aug 10, 2007"
GPL5118,"SHEU","spotted DNA/cDNA","Homo sapiens",41472,4,2,"Stanford Microarray Database (SMD)","Aug 09, 2007"
GPL5123,"cph","spotted DNA/cDNA","Francisella tularensis",4224,0,0,"Stanford Microarray Database (SMD)","Aug 09, 2007"
GPL5124,"Hutch_HP_2006","spotted DNA/cDNA","Helicobacter pylori",4032,21,2,"Stanford Microarray Database (SMD)","Aug 09, 2007"
GPL5697,"SHFE","spotted DNA/cDNA","Homo sapiens",41472,13,1,"Stanford Microarray Database (SMD)","Aug 09, 2007"
GPL5698,"SHFS","spotted DNA/cDNA","Homo sapiens",41472,18,1,"Stanford Microarray Database (SMD)","Aug 09, 2007"
GPL5699,"SHFA","spotted DNA/cDNA","Homo sapiens",41472,15,1,"Stanford Microarray Database (SMD)","Aug 09, 2007"
GPL5704,"Human Versarray 4.0","spotted oligonucleotide","Homo sapiens",35932,8,1,"Cordula Tschuch","Aug 09, 2007"
GPL5720,"Zebrafish Oligonucleotide Library (Compugen)","spotted oligonucleotide","Danio rerio",17280,4,1,"John F Rawls","Aug 09, 2007"
GPL5722,"Affymetrix Mus musculus 4K chromosome 11 and 16 CustomExpress Array","in situ oligonucleotide","Mus musculus",4019,30,1,"Kirk M McHugh","Aug 09, 2007"
GPL5731,"[Citrus] Affymetrix Citrus Genome Array","in situ oligonucleotide","Citrus sinensis",30395,427,25,"Affymetrix, Inc.","Aug 09, 2007"
GPL5717,"IMP Vienna microarray facility Murine 23K cDNA array version 20.1 layout 2","spotted DNA/cDNA","Mus musculus",14275,3,1,"Meinrad Busslinger","Aug 08, 2007"
GPL4242,"UCSF Homo sapiens 2.5K","spotted DNA/cDNA","Homo sapiens",2464,236,1,"Akira Nakagawara","Aug 06, 2007"
GPL5686,"STv7bE_MMCC","spotted DNA/cDNA","Salmonella enterica",5776,3,1,"Michael McClelland","Aug 04, 2007"
GPL5325,"Agilent UNC Perou Lab Homo sapiens 1X44K Custom Array","spotted oligonucleotide","Homo sapiens",44290,301,13,"Charles M. Perou","Aug 03, 2007"
GPL5636,"Tiling design for chromosome X, 2L and 4 for D. melanogaster","in situ oligonucleotide","Drosophila melanogaster",391015,49,7,"Peter J Park","Aug 03, 2007"
GPL5692,"OU/OMRF Zebrafish 14K oligo array","spotted oligonucleotide","Danio rerio",14720,8,1,"Han Wang","Aug 03, 2007"
GPL4053,"GE Healthcare/Amersham Biosciences CodeLink UniSet Mouse I Bioarray 10K (2004)","spotted oligonucleotide","Mus musculus",10752,10,1,"Hamid Hossain","Aug 02, 2007"
GPL5530,"Cardiff Array Facility print of the NIA 15K set, print format 1","spotted DNA/cDNA","Mus musculus",17136,36,1,"Fiona Catherine Mansergh","Aug 02, 2007"
GPL5678,"MPSS tags from techical comparison of SAGE and MPSS","MPSS","Homo sapiens",30099,3,1,"Edward J Evans","Aug 02, 2007"
GPL4895,"Geobacter sulfurreducens antisense-detecting 12K oligo array","in situ oligonucleotide","Geobacter sulfurreducens",12544,18,4,"Derek Lovley","Aug 01, 2007"
GPL5029,"CUFSL Listeria 6K oligonuclotide array v1.0","spotted oligonucleotide","Listeria innocua;Listeria monocytogenes",3200,54,10,"Sarita Raengpradub","Aug 01, 2007"
GPL5147,"LLHoyer_Calbicans_6k_v1.0","spotted DNA/cDNA","Candida albicans",14112,96,1,"Lois Hoyer","Aug 01, 2007"
GPL5338,"University of Pennsylvania/Nathanson Lab_HomoSapiens_ChromosomeRegion_Virtual","other","Homo sapiens",5795,21,1,"Carmen Elisa Oquendo","Aug 01, 2007"
GPL5370,"Agilent Custom Mouse 44K Alternative Splicing Oligo Microarray","in situ oligonucleotide","Mus musculus",22242,27,1,"Qun Pan","Aug 01, 2007"
GPL5376,"UNMC_Homo sapiens_10K_chipB","spotted oligonucleotide","Homo sapiens",10092,11,1,"Javeed Iqbal","Aug 01, 2007"
GPL5377,"UNMC_Homo Sapiens_10K_chipA","spotted oligonucleotide","Homo sapiens",10092,11,1,"Javeed Iqbal","Aug 01, 2007"
GPL5674,"Tiling design for chromosome X, 2L and 4 for D. melanogaster (11/30/04)","in situ oligonucleotide","Drosophila melanogaster",390619,4,1,"Peter J Park","Aug 01, 2007"
GPL5685,"DKFZ Homo sapiens array-CGH 6k BAC array","spotted DNA/cDNA","Homo sapiens",6150,90,2,"Stefan M Pfister","Aug 01, 2007"
GPL3768,"DKFZ CpG Island Chip","spotted DNA/cDNA","Homo sapiens",33495,22,1,"Stefan M Pfister","Jul 31, 2007"
GPL4044,"CodeLink UniSet Human 20K I Bioarray","spotted oligonucleotide","Homo sapiens",20469,484,8,"Terumi Kohwi-shigematsu","Jul 31, 2007"
GPL4387,"UHNMAC Homo sapiens 19K Hu19Kv8","spotted DNA/cDNA","Homo sapiens",19200,70,1,"Mark J Cameron","Jul 31, 2007"
GPL5653,"Hypertension Microarray Platform","spotted DNA/cDNA","Rattus norvegicus",18048,40,1,"Rishi Khan","Jul 31, 2007"
GPL5677,"HumanHap300-2 v2.0 Genotyping BeadChip","oligonucleotide beads","Homo sapiens",317503,10,3,"GEO admin","Jul 31, 2007"
GPL5683,"NimbleGen_S.cerevisiae_tiling_array","in situ oligonucleotide","Saccharomyces cerevisiae",379216,18,3,"Antonis Kirmizis","Jul 31, 2007"
GPL4746,"NeuroTrans_UMR7637","spotted oligonucleotide","Mus musculus",599,6,1,"Luce Dauphinot","Jul 30, 2007"
GPL5121,"DKFZ/Operon Human 11K Oligo Set v2.1","spotted oligonucleotide","Homo sapiens",11071,12,1,"Hendrik Reuter","Jul 29, 2007"
