Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL14642,"Nimblegen S. pombe 10K","in situ oligonucleotide","Schizosaccharomyces pombe",9994,2,1,"Akira Yamashita","Nov 30, 2011"
GPL14837,"Affymetrix Human Genome U133 Plus 2.0 Array [CDF: XLab gahgu133plus2_2.1.0]","in situ oligonucleotide","Homo sapiens",18862,110,3,"Michael Hecker","Nov 30, 2011"
GPL14909,"NimbleGen_Tufts University Pseudomonas fluorescens Pf0-1 373K array","in situ oligonucleotide","Pseudomonas fluorescens Pf0-1",372840,4,1,"Matthew Mastropaolo","Nov 30, 2011"
GPL14937,"Agilent-022830 RIKEN_AT_sORF0902","in situ oligonucleotide","Arabidopsis thaliana",34415,99,1,"Kousuke Hanada","Nov 30, 2011"
GPL14940,"Illumina Genome Analyzer II (Streptomyces griseus)","high-throughput sequencing","Streptomyces griseus",0,5,3,"GEO","Nov 30, 2011"
GPL14943,"Agilent-029297 Human miRNA Microarray (Feature Number version)","in situ oligonucleotide","Homo sapiens",14907,160,11,"Agilent Technologies","Nov 30, 2011"
GPL13134,"NimbleGen Human 2.1M array [100428_HG19_CHARM_HX1]","in situ oligonucleotide","Homo sapiens",2151393,24,2,"Akiko Doi","Nov 29, 2011"
GPL14792,"JCVI Aspergillus fumigatus AF293 29.9K amplicon array [ORF version]","spotted DNA/cDNA","Aspergillus fumigatus Af293",9435,3,1,"Nir Osherov","Nov 29, 2011"
GPL11204,"[MoGene-1_0-st] Affymetrix Mouse Gene 1.0 ST Array [CDF: MoGene10stv1_Mm_ENST]","in situ oligonucleotide","Mus musculus",37264,300,1,"Ricardo Alejandro Verdugo","Nov 28, 2011"
GPL14150,"Agilent-021750 Schmidtea mediterranea 45K Smed_WI_expression_chip_Reddien_v2 015536 (Feature Number version)","in situ oligonucleotide","Schmidtea mediterranea",45220,40,4,"Mansi Srivastava","Nov 28, 2011"
GPL14183,"Mus musculus HoxD cluster tiling PRNFGMm2b520462F","in situ oligonucleotide","Mus musculus",0,91,13,"Thomas Montavon","Nov 28, 2011"
GPL14924,"TaqMan qRT-PCR Homo sapiens Low-Density Array 380 v 2","RT-PCR","Homo sapiens",358,39,1,"jean-pierre gillet","Nov 28, 2011"
GPL11664,"AGP Porcine 44K oligo array v2 AGPOA2","in situ oligonucleotide","Sus scrofa",27476,21,1,"Hirohide Uenishi","Nov 27, 2011"
GPL11172,"Agilent-023462 Desert and Migratory Locust EST Array","in situ oligonucleotide","Locusta migratoria;Schistocerca gregaria",45220,16,1,"Jozef Vanden Broeck","Nov 25, 2011"
GPL13527,"Agilent-027451 Nicotiana attenuata 44K [Probe Name version]","in situ oligonucleotide","Nicotiana attenuata",43533,197,11,"Klaus Gase","Nov 25, 2011"
GPL13403,"Scheffersomyces_stipitis_CBS 6054_385k_array","in situ oligonucleotide","Scheffersomyces stipitis CBS 6054",5841,6,1,"Mikko Ilari Arvas","Nov 23, 2011"
GPL14903,"3D-Gene Human miRNA V16_1.0.0","spotted oligonucleotide","Homo sapiens",1212,88,10,"Satoshi Kondo","Nov 23, 2011"
GPL14907,"SA Biosciences Human Genome V2.0 miRNA PCR Arrays: MAH-3200 (MAH-3100 & MAH-3101)","RT-PCR","Homo sapiens",768,12,2,"Pruthvi S. R. Nagilla","Nov 23, 2011"
GPL14912,"LC Sciences Human miRNA v9.0","spotted oligonucleotide","Homo sapiens",3638,1,1,"Ke Yuan","Nov 23, 2011"
GPL14914,"NimbleGen D. melanogaster Gene Expression 4x72K Array [081202_DM_TW_exp]","in situ oligonucleotide","Drosophila melanogaster",63856,8,2,"Daniil Maksimov","Nov 23, 2011"
GPL14915,"NIAID Mmeb - Mouse 44k - mAdb [OligID version]","in situ oligonucleotide","Mus musculus",35958,32,3,"Natalia Shulzhenko","Nov 23, 2011"
GPL14916,"Agilent-031120 TLL S. cerevisiae 60K v1.0 (Probe Name version)","spotted oligonucleotide","Saccharomyces cerevisiae",6672,15,1,"Guillaume Thibault","Nov 23, 2011"
GPL14921,"ASU_random-sequence peptide microarray","spotted peptide or protein","synthetic construct",23196,1576,4,"Phillip Stafford","Nov 23, 2011"
GPL14927,"Agilent-021623 Barley Gene Expression Microarray [Probe name version]","in situ oligonucleotide","Hordeum vulgare",43663,12,1,"Agilent Technologies","Nov 23, 2011"
GPL14559,"RayBio Human Cytokine Antibody Array G Series 2000; 6-8 array","antibody","Homo sapiens",60,16,2,"Johannes Rainer","Nov 22, 2011"
GPL14560,"RayBio Human Cytokine Antibody Array G Series 2000; 7-8 array","antibody","Homo sapiens",60,16,2,"Johannes Rainer","Nov 22, 2011"
GPL14561,"RayBio Human Cytokine Antibody Array G Series 2000; 8-8 array","antibody","Homo sapiens",54,16,2,"Johannes Rainer","Nov 22, 2011"
GPL13520,"UCSF_MouseArray_1.0_972 [BAC array]","spotted DNA/cDNA","Mus musculus",972,83,1,"David Quigley","Nov 22, 2011"
GPL14010,"[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [hugene10stv1hsentrezg]","in situ oligonucleotide","Homo sapiens",19628,21,1,"Frank Kramer","Nov 22, 2011"
GPL14149,"miRCURY LNA microRNA Array, 5th generation [Human miRBase 17]","spotted oligonucleotide","BK polyomavirus;Homo sapiens;Human herpesvirus 1;Human herpesvirus 4;Human herpesvirus 5;Human herpesvirus 8;Human immunodeficiency virus 1;JC polyomavirus;Murid herpesvirus 1;Murid herpesvirus 4;Simian virus 40",2027,193,3,"Rolf Søkilde","Nov 22, 2011"
GPL14901,"UCSF/Sil lab-Histoplasma capsulatum-G217Borfs2","spotted oligonucleotide","Histoplasma capsulatum",14976,80,6,"Mark Voorhies","Nov 22, 2011"
GPL14917,"US Army Northern bobwhite (Colinus virginianus) custom brain tissue cDNA microarray","spotted DNA/cDNA","Colinus virginianus",9216,110,8,"Kurt Gust","Nov 22, 2011"
GPL14919,"454 GS FLX (Hordeum vulgare)","high-throughput sequencing","Hordeum vulgare",0,4,1,"GEO","Nov 22, 2011"
GPL10968,"Ehuxleyi_Coccolithovirus_V3","spotted oligonucleotide","Emiliania huxleyi;Emiliania huxleyi virus 163;Emiliania huxleyi virus 86",3936,85,1,"António Pagarete","Nov 21, 2011"
GPL13499,"NimbleGen 2.1M Maize Methylation Array","in situ oligonucleotide","Zea mays",2120701,42,6,"Steve R Eichten","Nov 21, 2011"
GPL14353,"NimbleGen IGH Mus musculus array [100718_MM9_EXP]","spotted oligonucleotide","Mus musculus",44170,3,1,"Marcel Mechali","Nov 21, 2011"
GPL14795,"Human Operon Array","spotted oligonucleotide","Homo sapiens",27231,36,1,"Sajida Hassan","Nov 21, 2011"
GPL14910,"AB SOLiD System 3.0 (Aspergillus niger)","high-throughput sequencing","Aspergillus niger",0,9,1,"GEO","Nov 21, 2011"
GPL14911,"Illumina HiSeq 2000 (Saccharina japonica)","high-throughput sequencing","Saccharina japonica",0,2,1,"GEO","Nov 21, 2011"
GPL14892,"Chicken Oligo 20.6K 70-mer microarray v3","spotted oligonucleotide","Gallus gallus",21168,40,1,"Sylvain Marthey","Nov 18, 2011"
GPL14904,"Agilent-021623 Barley Gene Expression Microarray","in situ oligonucleotide","Hordeum vulgare",45220,64,3,"Agilent Technologies","Nov 18, 2011"
GPL14788,"Human DNA Methylation 4x72K ENCODE HG17 Targeted Tiling Array","in situ oligonucleotide","Homo sapiens",71566,14,1,"Colm E Nestor","Nov 17, 2011"
GPL14649,"NimbleGen E. coli K12 Gene Expression Array [071112_Ecoli_K12_EXP]","in situ oligonucleotide","Escherichia coli K-12",4294,96,12,"NimbleGen Systems, Inc.","Nov 17, 2011"
GPL14902,"Illumina HiSeq 2000 (Physarum polycephalum)","high-throughput sequencing","Physarum polycephalum",0,3,1,"GEO","Nov 17, 2011"
GPL13680,"Taqman qRT-PCR Homo sapiens 384","RT-PCR","Homo sapiens",384,32,1,"jean-pierre gillet","Nov 16, 2011"
GPL13728,"TaqMan qRT-PCR Homo sapiens Low-Density Array 380","RT-PCR","Homo sapiens",380,292,2,"jean-pierre gillet","Nov 16, 2011"
GPL14609,"[Eh_Eia520620F_Eh] Custom Entamoeba histolytica Eh_Eia520620F_Eh Array","in situ oligonucleotide","Entamoeba histolytica",9327,47,3,"Gil Mallari Penuliar","Nov 16, 2011"
GPL14883,"Murine 15K Spotted cDNA array","spotted DNA/cDNA","Mus musculus",31200,6,1,"prethish s","Nov 16, 2011"
GPL14884,"Murine 15K Spotted cDNA array II","spotted DNA/cDNA","Mus musculus",31200,3,1,"prethish s","Nov 16, 2011"
GPL14891,"Illumina HiSeq 2000 (Culex quinquefasciatus)","high-throughput sequencing","Culex quinquefasciatus",0,8,3,"GEO","Nov 16, 2011"
GPL14893,"SMD Print_1530 YPROT1 Saccharomyces cerevisiae","spotted DNA/cDNA","Saccharomyces cerevisiae",11520,1,2,"Stanford Microarray Database (SMD)","Nov 16, 2011"
GPL14894,"SMD Print_1670 CAT07L3 (Saccharomyces cerevisiae and Methanococcus jannaschii)","spotted DNA/cDNA","Methanocaldococcus jannaschii;Saccharomyces cerevisiae",20352,22,3,"Stanford Microarray Database (SMD)","Nov 16, 2011"
GPL13454,"Affymetrix Human Exon 1.0 ST Array, Ensembl transcript probe sets [custom CDF: huex10stv2_58_37c_0112.cdf]","in situ oligonucleotide","Homo sapiens",119429,42,3,"Johannes Rainer","Nov 14, 2011"
GPL13490,"Affymetrix Human Promoter 1.0R Array [genome build GRCh37]","in situ oligonucleotide","Homo sapiens",3837458,24,3,"Johannes Rainer","Nov 14, 2011"
GPL14799,"LC_MRA-1001_miRHuman_12,0 (miRNA ID version)","in situ oligonucleotide","Homo sapiens",905,28,1,"GEO admin","Nov 14, 2011"
GPL14876,"Duke_HspNRC1_ORF_Array_v1.0","in situ oligonucleotide","Halobacterium sp. NRC-1",2410,150,1,"Nicholas A Gillum","Nov 14, 2011"
GPL14880,"Illumina Genome Analyzer II (Sordaria macrospora)","high-throughput sequencing","Sordaria macrospora",0,2,1,"GEO","Nov 14, 2011"
GPL14881,"Illumina HiSeq 2000 (Sordaria macrospora)","high-throughput sequencing","Sordaria macrospora",0,11,2,"GEO","Nov 14, 2011"
GPL14885,"Illumina Genome Analyzer II (Colletotrichum higginsianum)","high-throughput sequencing","Colletotrichum higginsianum",0,12,1,"GEO","Nov 14, 2011"
GPL13295,"Agilent-028485 Myk-Array v3b","in situ oligonucleotide","soil metagenome",11262,8,1,"Alfons R Weig","Nov 13, 2011"
GPL14856,"CombiMatrix Bovine 90K Array TM 1.0","in situ oligonucleotide","Bos taurus",43822,46,1,"Marcello Del Corvo","Nov 13, 2011"
GPL14874,"Panomics_Protein/DNA array 1_MA1210","spotted DNA/cDNA","Homo sapiens",24,8,1,"Saifur Rahman","Nov 12, 2011"
GPL14877,"Affymetrix Human Genome U133 Plus 2.0 Array [Brainarray Version 13, HGU133Plus2_Hs_ENTREZG]","in situ oligonucleotide","Homo sapiens",18123,351,9,"GEO admin","Nov 12, 2011"
GPL11137,"Agilent 023389 GRL_V7_Staphylococcus_aureus","in situ oligonucleotide","Staphylococcus aureus",15600,26,3,"FRANCOIS Patrice","Nov 11, 2011"
GPL14826,"Agilent-015205 Custom Gene Expression Array for Lotus japonicus 4x44k (4x44K_Kazusa-001)","in situ oligonucleotide","Lotus japonicus",21495,9,1,"Nozomu Sakurai","Nov 11, 2011"
GPL14827,"Agilent-013809 Custom Gene Expression Array for Lotus japonicus 1x22k (Kazusa-001)","in situ oligonucleotide","Lotus japonicus",21495,0,0,"Nozomu Sakurai","Nov 11, 2011"
GPL14867,"OMRF Human Oligonucleotide Microarray 2","in situ oligonucleotide","Homo sapiens",22176,8,1,"Bart Frank","Nov 11, 2011"
GPL14875,"Illumina HiSeq 2000 (Danio rerio)","high-throughput sequencing","Danio rerio",0,543,70,"GEO","Nov 11, 2011"
GPL14835,"Agilent-029842 60K_CpG2","in situ oligonucleotide","Homo sapiens",57722,34,4,"wang liang","Nov 10, 2011"
GPL13294,"NimbleGen A. thaliana Gene Expression 12x135K Array TAIR 9.0","in situ oligonucleotide","Arabidopsis thaliana",32627,60,4,"Kenichi Tsuda","Nov 10, 2011"
GPL14858,"Applied Biosystems Human Wnt gene set (customised) PCR array v1","RT-PCR","Homo sapiens",96,15,1,"Antoinette Perry","Nov 10, 2011"
GPL14861,"Agilent-014810 UMCU-Y44K-3.0","in situ oligonucleotide","Saccharomyces cerevisiae",45220,0,0,"Sander van Hooff","Nov 10, 2011"
GPL14871,"NimbleGen Homo sapiens HG18 expression array (12x135k) [2007-09-12_HG18_opt_expr]","in situ oligonucleotide","Homo sapiens",137090,55,1,"Simon Melov","Nov 10, 2011"
GPL14872,"Salmonella enterica serovar Typhimurium, LT2 (SGSC1412), version 8","spotted oligonucleotide","Salmonella enterica subsp. enterica serovar Typhimurium str. LT2",13872,2,1,"L. Caetano M. Antunes","Nov 10, 2011"
GPL11228,"Giardia lamblia 20K v2 array","spotted oligonucleotide","Giardia intestinalis",20160,9,1,"Giovanni Widmer","Nov 09, 2011"
GPL14849,"NimbleGen_mouse(MM8)_Hoxa9 and Meis1 Binding Sequence Custom Tiling Array [Design_ID: 10451]","in situ oligonucleotide","Mus musculus",383370,6,2,"Yongsheng Huang","Nov 09, 2011"
GPL14850,"NimbleGen_mouse(MM8)_Hoxa9 and Meis1 Binding Sequence Custom Tiling Array [Design_ID: 537603]","in situ oligonucleotide","Mus musculus",706029,5,2,"Yongsheng Huang","Nov 09, 2011"
GPL14863,"Illumina genome analyzer II (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,0,0,"GEO","Nov 09, 2011"
GPL14866,"[MoGene-1_0-st] Affymetrix Mouse Gene 1.0 ST Array [CDF: MoGene10stv1_Mm_ENSG version 14]","in situ oligonucleotide","Mus musculus",22308,8,1,"GEO admin","Nov 09, 2011"
GPL14869,"Illumina Genome Analyzer IIx (Aedes aegypti)","high-throughput sequencing","Aedes aegypti",0,51,4,"GEO","Nov 09, 2011"
GPL13660,"NimbleGen Custom Rice Centromere Tiling Array (design:080925/080227)","in situ oligonucleotide","Oryza sativa",687137,72,1,"Yufeng Wu","Nov 08, 2011"
GPL9691,"Agilent-019883 Actinobacillus pleuropneumoniae expression array","in situ oligonucleotide","Actinobacillus pleuropneumoniae",7431,59,5,"Lu Li","Nov 08, 2011"
GPL14824,"SBRI_MTuberculosis_12x130K_ver2.0","in situ oligonucleotide","Mycobacterium tuberculosis H37Rv",4049,1093,9,"Tige Rustad","Nov 08, 2011"
GPL14851,"Applied Biosystems Human Taqman Array MicroRNA Card A v2.0","RT-PCR","Homo sapiens",381,49,6,"Claudio Casoli","Nov 08, 2011"
GPL14860,"Agilent-031189 Unrestricted_Rat_miRNA_v16.0_Microarray (miRNA ID version)","in situ oligonucleotide","Rattus norvegicus",703,133,13,"Agilent Technologies","Nov 08, 2011"
GPL13508,"Sentrix® Linkage V Panel BeadChip","oligonucleotide beads","Homo sapiens",6056,176,2,"Jan Oosting","Nov 07, 2011"
GPL14847,"454 GS FLX Titanium (Solanum lycopersicum)","high-throughput sequencing","Solanum lycopersicum",0,7,1,"GEO","Nov 07, 2011"
GPL14848,"454 GS FLX Titanium (Solanum pimpinellifolium)","high-throughput sequencing","Solanum pimpinellifolium",0,2,1,"GEO","Nov 07, 2011"
GPL14854,"Agilent-031189 Unrestricted_Rat_miRNA_v16.0_Microarray (Feature Number version)","in situ oligonucleotide","Rattus norvegicus",15744,63,3,"Agilent Technologies","Nov 07, 2011"
GPL13754,"Agilent-032447 Custom Human IDH Array","spotted oligonucleotide","Homo sapiens",15744,16,2,"Twinkal Chandubhai Pansuriya","Nov 05, 2011"
GPL14840,"MRA-1002_miRMouse_13 [miRNA_ID version]","in situ oligonucleotide","Mus musculus",729,0,0,"Christoph Eicken","Nov 05, 2011"
GPL14828,"Illumina MouseWG-6 v2.0 expression beadchip (Gene version based on mouseWG-6_V2_0_R3_11278593_A)","oligonucleotide beads","Mus musculus",30854,15,2,"hui zhao","Nov 04, 2011"
GPL14829,"Exiqon miRCURY LNA microRNA array v.11.0 Gene ID Version - hsa, mmu & rno","spotted oligonucleotide","Homo sapiens;Mus musculus;Rattus norvegicus",1976,35,1,"Joshua Friedman","Nov 04, 2011"
GPL14836,"Applied Biosystems Human Toll-like Receptors Pathway Array","RT-PCR","Homo sapiens",92,4,1,"Kevin Wilhelmsen","Nov 04, 2011"
GPL14844,"Illumina HiSeq 2000 (Rattus norvegicus)","high-throughput sequencing","Rattus norvegicus",0,1024,46,"GEO","Nov 04, 2011"
GPL11050,"Applied Biosystems Human MicroRNA Array (A) plates","RT-PCR","Homo sapiens",378,28,2,"Simon David Wagner","Nov 03, 2011"
GPL14832,"454 GS FLX Titanium (Caenorhabditis elegans)","high-throughput sequencing","Caenorhabditis elegans",0,8,2,"GEO","Nov 03, 2011"
GPL14834,"Illumina Genome Analyzer IIx (Xenopus laevis)","high-throughput sequencing","Xenopus laevis",0,13,2,"GEO","Nov 03, 2011"
GPL14801,"Exiqon custom Homo sapiens miRNA array [DesignedForVersion: miRBase ver.9.2, CurrentVersion: miRBase ver.10.0]","spotted oligonucleotide","Homo sapiens",1341,30,1,"Weiwen Jiang","Nov 02, 2011"
GPL14811,"JCVI PFGRC Campylobacter jejuni 23K array [full array version]","spotted oligonucleotide","Campylobacter jejuni",23232,8,1,"Qijing Zhang","Nov 02, 2011"
GPL14812,"JCVI PFGRC Staphylococcus aureus array v6","spotted oligonucleotide","Staphylococcus aureus",4784,6,1,"Arunachalam Muthaiyan","Nov 02, 2011"
GPL14819,"LC Sciences_Vertebrate_microRNA_Version17 (MRA-1033)","in situ oligonucleotide","Ateles geoffroyi;Bos taurus;Canis lupus familiaris;Danio rerio;Equus caballus;Gallus gallus;Homo sapiens;Macaca mulatta;Macaca nemestrina;Mus musculus;Ornithorhynchus anatinus;Oryzias latipes;Ovis aries;Pan paniscus;Pan troglodytes;Petromyzon marinus;Pongo pygmaeus;Rattus norvegicus;Rhinopithecus bieti;Saguinus labiatus;Sus scrofa;Symphalangus syndactylus;Taeniopygia guttata;Takifugu rubripes;Tetraodon nigroviridis;Xenopus (Silurana) tropicalis;Xenopus laevis",5619,6,1,"Fanxue Meng","Nov 02, 2011"
GPL14820,"Decode RNAi Viral Screening Library - Human GIPZ Lentiviral shRNAmir","in situ oligonucleotide","Homo sapiens",58558,5,2,"imai hiroo","Nov 02, 2011"
GPL14821,"Jiang lab Clostridium acetobutylicum ATCC 824 agilent 8×15K one-color v1","in situ oligonucleotide","Clostridium acetobutylicum",3848,8,1,"Cong Ren","Nov 02, 2011"
GPL10694,"Mouse PancChip 6.2 13K cDNA microarray","spotted DNA/cDNA","Mus musculus",14688,10,1,"Taichiro Nishikawa","Nov 01, 2011"
GPL10712,"Culex quinquefasciatus genome array annotation 1","in situ oligonucleotide","Culex quinquefasciatus",43803,16,1,"George Dimopoulos","Nov 01, 2011"
GPL10753,"Anopheles gambiae GAN_V2_2010","in situ oligonucleotide","Anopheles gambiae",21495,3,1,"George Dimopoulos","Nov 01, 2011"
GPL13958,"Methanococcus maripaludis 1.7K","spotted oligonucleotide","Methanococcus maripaludis S2",1719,2,1,"Adam P. Arkin","Nov 01, 2011"
GPL13975,"Agilent-027003 Human Whole Genome 8x15k Oligo Microarray [exactmatch]","in situ oligonucleotide","Homo sapiens",7987,6,2,"Jun Sese","Nov 01, 2011"
GPL13976,"Agilent-027004 Human Whole Genome 8x15k Oligo Microarray [mismatch]","in situ oligonucleotide","Homo sapiens",8268,6,2,"Jun Sese","Nov 01, 2011"
GPL14113,"Agilent-030829 Human, Rat and Mouse 8x60k Oligo Microarray [multiple species]","in situ oligonucleotide","Homo sapiens;Mus musculus;Rattus norvegicus",59500,4,2,"Jun Sese","Nov 01, 2011"
GPL14125,"DrexelMed-Plasmodium yoelii-7K-Version 2.0 [condensed version]","spotted oligonucleotide","Plasmodium yoelii",7101,15,1,"James M. Burns, Jr.","Nov 01, 2011"
GPL14377,"Ciona intestinalis 135k x 12plex microarray","in situ oligonucleotide","Ciona intestinalis",24980,24,1,"Takeshi Kawashima","Nov 01, 2011"
GPL14674,"AGRF Human 8K cDNA Microarray (muscle study)","spotted DNA/cDNA","Homo sapiens",1524,62,1,"Chris Bye","Nov 01, 2011"
GPL14713,"Human MyoChip 17K oligonucleotide array","spotted oligonucleotide","Homo sapiens",17280,16,1,"Daniel BARON","Nov 01, 2011"
GPL14757,"Affymetrix GeneChip Mouse Genome 430 2.0 Array [CDF: Mouse4302_Mm_REFSEQ_v11]","in situ oligonucleotide","Mus musculus",21940,54,3,"Rickard Sandberg","Nov 01, 2011"
GPL14768,"E. coli K-12 O157 version 2.0","spotted DNA/cDNA","Escherichia coli",6080,66,2,"Craig T Parker","Nov 01, 2011"
GPL14818,"LC_MRA-1001_miRHuman_12.0_080901 (miRNA ID version)","in situ oligonucleotide","Homo sapiens",907,4,1,"Christoph Eicken","Nov 01, 2011"
GPL14823,"Illumina HiSeq 2000 (Pyrus x bretschneideri)","high-throughput sequencing","Pyrus x bretschneideri",0,0,0,"GEO","Nov 01, 2011"
GPL8550,"Anopheles gambiae GAMV1","in situ oligonucleotide","Anopheles gambiae",21342,2,1,"George Dimopoulos","Oct 31, 2011"
GPL8551,"Anopheles gambiae GAMV2","in situ oligonucleotide","Anopheles gambiae",21322,6,1,"George Dimopoulos","Oct 31, 2011"
GPL8552,"Anopheles gambiae GAMBER1","in situ oligonucleotide","Anopheles gambiae",16058,3,1,"George Dimopoulos","Oct 31, 2011"
GPL13789,"ZINF/Krappmann_14k_v1","in situ oligonucleotide","Aspergillus fumigatus Af293",9507,8,1,"Patrick Olbermann","Oct 30, 2011"
GPL14645,"UAB human 32K BAC tiling array","spotted DNA/cDNA","Homo sapiens",30928,49,2,"Theresa V Strong","Oct 29, 2011"
GPL14789,"UCSF Operon Yeast oligos 2007 [YeastOligo_2007TM.gal]","spotted oligonucleotide","Saccharomyces cerevisiae",6309,9,1,"Ted Powers","Oct 29, 2011"
GPL14810,"[Eh_Eia520620F_Ei] Affymetrix Entamoeba invadens Array","in situ oligonucleotide","Entamoeba invadens",12483,21,1,"Ghulam Jeelani","Oct 29, 2011"
GPL14797,"Agilent-028279 SurePrint G3 Rat GE 8x60K Microarray (Feature Number version)","in situ oligonucleotide","Rattus norvegicus",62976,189,23,"Agilent Technologies","Oct 27, 2011"
GPL14798,"Illumina HiSeq 2000 (Physcomitrella patens)","high-throughput sequencing","Physcomitrella patens",0,10,2,"GEO","Oct 27, 2011"
GPL14800,"IBMT Campylobacter jejuni Halolink fusion-protein array","spotted peptide or protein","Campylobacter jejuni",192,5,1,"Sebastian Hoppe","Oct 27, 2011"
GPL14802,"Illumina HiSeq 2000 (Bos grunniens)","high-throughput sequencing","Bos grunniens",0,6,1,"GEO","Oct 27, 2011"
GPL14803,"Illumina HiSeq 2000 (Bacillus halodurans)","high-throughput sequencing","Bacillus halodurans",0,8,1,"GEO","Oct 27, 2011"
GPL14804,"Agilent-027633 hsa_miRNA_v2","in situ oligonucleotide","Homo sapiens",243504,5,2,"Agilent Technologies","Oct 27, 2011"
GPL14805,"Agilent-029434 hsa_miRNA_v3b","in situ oligonucleotide","Homo sapiens",243504,37,3,"Agilent Technologies","Oct 27, 2011"
GPL8015,"LC Sciences miRPlants miRBase_10.0","spotted oligonucleotide","Oryza sativa",948,10,1,"Zaochang Liu","Oct 26, 2011"
GPL14755,"UHN Yeast 6.4Kv7","spotted DNA/cDNA","Saccharomyces cerevisiae",6528,5,2,"Agustin Aranda","Oct 26, 2011"
GPL14782,"Agilent-024600/Klug lab Rhodobacter sphaeroides 2.4.1 - 15k array v1 (122 sRNAs)","spotted oligonucleotide","Rhodobacter sphaeroides 2.4.1",13193,5,4,"Sebastian Harald Michael Metz","Oct 26, 2011"
GPL14790,"Illumina Genome Analyzer (Sorghum bicolor)","high-throughput sequencing","Sorghum bicolor",0,2,1,"GEO","Oct 26, 2011"
GPL14794,"Illumina Genome Analyzer IIx (Pyrococcus furiosus)","high-throughput sequencing","Pyrococcus furiosus",0,6,2,"GEO","Oct 26, 2011"
GPL14796,"Agilent-027061/Klug lab Rhodobacter sphaeroides - 15k array v2 (144 sRNA)","spotted oligonucleotide","Rhodobacter sphaeroides 2.4.1",15208,12,9,"Sebastian Harald Michael Metz","Oct 26, 2011"
GPL14771,"JHUHIT Human 17K v2009","spotted peptide or protein","Homo sapiens",17894,13,2,"Mary Katherine Tarrant","Oct 25, 2011"
GPL14772,"JHUHIT Human 17K v2010","spotted peptide or protein","Homo sapiens",17876,8,2,"Mary Katherine Tarrant","Oct 25, 2011"
GPL14783,"[HT_Rat230_PM] Affymetrix GeneChip® HT RG-230 PM Array Plate [cdf: HTRat230PM_Rn_ENTREZG_13.0.0]","in situ oligonucleotide","Rattus norvegicus",11521,204,1,"GEO admin","Oct 25, 2011"
GPL14785,"Illumina Genome Analyzer (Citrullus lanatus)","high-throughput sequencing","Citrullus lanatus",0,3,1,"GEO","Oct 25, 2011"
GPL11443,"Yersinia pestis cDNA microarray","spotted DNA/cDNA","Yersinia pestis",8010,4,1,"Dongsheng Zhou","Oct 24, 2011"
GPL13786,"NCI NimbleGen Homo sapiens HG19 Whole Genome 385K Tiling Set version 1","in situ oligonucleotide","Homo sapiens",386098,71,1,"Sudhir Varma","Oct 24, 2011"
GPL11174,"CCDTM Mm-CCDTM36k (derived from GPL5960)","spotted oligonucleotide","Mus musculus",36236,111,1,"Francesco Maria Marincola","Oct 22, 2011"
GPL14616,"Affymetrix Zea mays A1ZMa520113","in situ oligonucleotide","Zea mays",84246,90,1,"Jim Morrell","Oct 22, 2011"
GPL8922,"HMGU/BIOP_European beech_1802_2009","spotted DNA/cDNA","Fagus sylvatica",1802,147,9,"Maren Olbrich","Oct 21, 2011"
GPL11079,"Spathaspora passalidarum 385K tiled array","in situ oligonucleotide","Spathaspora passalidarum NRRL Y-27907",5726,6,2,"Dana Jasmine Wohlbach","Oct 20, 2011"
GPL11080,"Picha stipitis 385K tiled array","in situ oligonucleotide","Scheffersomyces stipitis CBS 6054",5807,6,2,"Dana Jasmine Wohlbach","Oct 20, 2011"
GPL11081,"Lodderomyces elongisporus 385K tiled array","in situ oligonucleotide","Lodderomyces elongisporus NRRL YB-4239",5802,6,2,"Dana Jasmine Wohlbach","Oct 20, 2011"
GPL11082,"Candida tenuis 385K tiled array","in situ oligonucleotide","Candida tenuis ATCC 10573",5452,6,2,"Dana Jasmine Wohlbach","Oct 20, 2011"
GPL11083,"Candida albicans 385K tiled array","in situ oligonucleotide","Candida albicans WO-1",6182,6,2,"Dana Jasmine Wohlbach","Oct 20, 2011"
GPL14736,"Agilent-023576 Helicoverpa armigera V3 44K","in situ oligonucleotide","Helicoverpa armigera",43863,116,5,"Maria de la Paz Celorio-Mancera","Oct 20, 2011"
GPL14767,"Agilent-021827 Human miRNA Microarray G4470C (Feature Number version)","in situ oligonucleotide","Homo sapiens",15744,647,34,"Agilent Technologies","Oct 20, 2011"
GPL14692,"Agilent_028085 Ketogulonigenium vulgare custom microarray [Feature Number version]","in situ oligonucleotide","Ketogulonicigenium vulgare WSH-001",15744,0,0,"Panos Pan","Oct 19, 2011"
GPL14693,"Agilent_028085 Ketogulonigenium vulgare custom microarray [Probe Name version]","in situ oligonucleotide","Ketogulonicigenium vulgare WSH-001",3060,12,2,"Panos Pan","Oct 19, 2011"
GPL14721,"Agilent-024664 chlamydomonas full genome","in situ oligonucleotide","Chlamydomonas reinhardtii",45220,40,5,"Jörg Toepel","Oct 19, 2011"
GPL14761,"Helicos HeliScope (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,283,19,"GEO","Oct 19, 2011"
